Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Event Type,Demand Loss (MW),Number of Customers Affected,year,Month,Alert Criteria,Event Month
07/23/2022,20:45:00,07/24/2022,11:30:00,"Michigan: Muskegon County, Ottawa County, Kent County, Montcalm County, Ionia County, Allegan County, Van Buren County, Kalamazoo County, Barry County, Mason County, Shiawassee County, Ingham County, Genesee County, Saginaw County, Midland County, Wexford County, Grand Traverse County;",RF,Severe Weather,Unknown,93750,2022,July,"Loss of electric service to more than 50,000 customers for 1 hour or more",
07/25/2022,00:38:00,07/25/2022,13:46:00,Pennsylvania: Erie County;,RF,Transmission Interruption,0,0,2022,July,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",
07/26/2022,06:38:00,07/26/2022,12:57:00,Texas: Hays County;,TRE,System Operations,0,0,2022,July,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",
07/26/2022,04:20:00,07/26/2022,04:57:00,California: Santa Barbara County;,WECC,Suspicious Activity,Unknown,Unknown,2022,July,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
07/26/2022,21:00:00,07/26/2022,21:20:00,Pennsylvania: York County;,RF,Suspicious Activity,0,0,2022,July,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",
07/28/2022,19:25:00,07/28/2022,22:41:00,California: Placer County;,WECC,Actual Physical Attack,0,0,2022,July,"Damage or destruction of its Facility that results from actual or suspected intentional human action. Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",
07/29/2022,02:00:00,07/29/2022,02:01:00,Pennsylvania: York County;,RF,Suspicious Activity,0,0,2022,July,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",
07/30/2022,19:35:00,08/01/2022,13:17:00,California: Shasta County;,WECC,System Operations,0,0,2022,July,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,
07/31/2022,06:36:00,07/31/2022,07:13:00,New York: Saratoga County;,NPCC,System Operations,0,0,2022,July,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,
08/01/2022,09:44:00,08/01/2022,09:45:00,Georgia: DeKalb County;,SERC,Vandalism,0,0,2022,August,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
08/01/2022,08:03:00,08/01/2022,09:00:00,California: Los Angeles County;,WECC,Actual Physical Attack,0,0,2022,August,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
08/03/2022,02:00:00,08/03/2022,03:07:00,Texas: Cameron County;,TRE,Suspicious Activity,0,0,2022,August,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",
08/03/2022,02:30:00,Unknown,Unknown,Minnesota: Wisconsin:,MRO/RF,Severe Weather,Unknown,80000,2022,August,"Loss of electric service to more than 50,000 customers for 1 hour or more",
08/03/2022,19:00:00,08/05/2022,08:53:00,"Michigan: Wayne County, Washtenaw County, St. Clair County, Macomb County, Monroe County, Oakland County;",RF,Severe Weather,Unknown,71000,2022,August,"Loss of electric service to more than 50,000 customers for 1 hour or more",
08/03/2022,17:00:00,08/03/2022,20:30:00,"Michigan: Allegan County, Van Buren County, Barry County, Kalamazoo County, Calhoun County, Jackson County, Calhoun County, Washtenaw County;",RF,Severe Weather,Unknown,91264,2022,August,"Loss of electric service to more than 50,000 customers for 1 hour or more",
08/04/2022,18:00:00,08/05/2022,02:00:00,"Maryland: Anne Arundel County, Baltimore County, Baltimore, City of[16];",RF,Severe Weather,Unknown,75500,2022,August,"Loss of electric service to more than 50,000 customers for 1 hour or more",
08/05/2022,14:52:00,08/05/2022,16:41:00,Washington: Lewis County;,WECC,Vandalism,0,0,2022,August,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
08/05/2022,02:00:00,08/05/2022,06:30:00,Washington:,WECC,Actual Physical Attack,3,350,2022,August,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",
08/09/2022,15:18:00,08/09/2022,15:19:00,Washington: Kitsap County;,WECC,Vandalism,0,0,2022,August,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
08/09/2022,16:42:00,08/09/2022,22:12:00,Ohio:,RF,System Operations,Unknown,62464,2022,August,"Loss of electric service to more than 50,000 customers for 1 hour or more",
08/09/2022,02:29:00,08/09/2022,03:00:00,Missouri:,SERC,System Operations,0,0,2022,August,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,
08/09/2022,12:12:00,08/09/2022,13:08:00,Florida: Palm Beach County;,SERC,System Operations,0,0,2022,August,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,
08/09/2022,12:12:00,08/09/2022,13:08:00,Florida: Palm Beach County;,SERC,System Operations,0,0,2022,August,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,
08/10/2022,01:25:00,08/10/2022,01:30:00,Arkansas: Lawrence County;,SERC,Severe Weather,24,0,2022,August,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",
08/10/2022,15:00:00,08/10/2022,15:01:00,Alabama: Jefferson County;,SERC,Vandalism,0,0,2022,August,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
08/10/2022,19:56:00,08/11/2022,20:00:00,Texas: Harris County;,TRE,Severe Weather,Unknown,140464,2022,August,"Loss of electric service to more than 50,000 customers for 1 hour or more",
08/12/2022,14:46:00,08/12/2022,14:47:00,Georgia: Sumter County;,SERC,Vandalism,0,0,2022,August,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
08/15/2022,23:43:00,08/16/2022,07:14:00,Wyoming: Nebraska:,WECC/MRO,Transmission Interruption,0,5000,2022,August,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",
08/15/2022,09:08:00,08/15/2022,09:10:00,Nevada: Clark County;,WECC,Vandalism,0,0,2022,August,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
08/15/2022,10:24:00,08/15/2022,12:49:00,New Jersey: Gloucester County;,RF,Transmission Interruption,Unknown,0,2022,August,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,
08/18/2022,18:05:00,08/18/2022,21:39:00,Ohio: Franklin County;,RF,System Operations,Unknown,Unknown,2022,August,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,
08/19/2022,17:40:00,08/19/2022,17:41:00,Massachusetts: Bristol County;,NPCC,Actual Physical Attack,0,0,2022,August,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
08/19/2022,22:00:00,08/20/2022,11:30:00,Washington: Clark County;,WECC,Cyber Event,0,0,2022,August,Cyber event that could potentially impact electric power system adequacy or reliability,
08/22/2022,09:47:00,08/22/2022,09:48:00,California: Los Angeles County;,WECC,Vandalism,0,0,2022,August,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
08/22/2022,12:46:00,08/22/2022,13:09:00,Texas: DeWitt County;,TRE,System Operations,24,6385,2022,August,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",
08/22/2022,20:40:00,08/22/2022,21:57:00,Texas: El Paso County;,TRE,Severe Weather,0,0,2022,August,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",
08/24/2022,14:20:00,08/24/2022,14:21:00,California: Los Angeles County;,WECC,Vandalism,0,0,2022,August,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
08/25/2022,00:59:00,08/25/2022,01:00:00,California: San Diego County;,WECC,Vandalism,0,0,2022,August,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,
08/25/2022,00:59:00,08/25/2022,01:00:00,California: San Diego County;,WECC,Vandalism,0,0,2022,August,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,
08/26/2022,11:09:00,08/26/2022,11:10:00,California: Los Angeles County;,WECC,Vandalism,0,0,2022,August,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
08/27/2022,02:21:00,08/27/2022,19:14:00,Maine:,NPCC,System Operations,0,0,2022,August,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,
08/28/2022,04:59:00,08/28/2022,06:06:00,New York: Broome County;,NPCC,System Operations,0,0,2022,August,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,
08/29/2022,15:00:00,09/01/2022,09:00:00,"Michigan: Ottawa County, Allegan County, Van Buren County, Montcalm County, Kent County, Barry County, Kalamazoo County, St. Joseph County, Branch County, Hillsdale County, Calhoun County, Jackson County, Eaton County, Clinton County, Shiawassee County, Montcalm County, Isabella County, Mecosta County, Midland County;",RF,Severe Weather,Unknown,197740,2022,August,"Loss of electric service to more than 50,000 customers for 1 hour or more",
08/29/2022,17:50:00,Unknown,Unknown,Michigan:,RF,Severe Weather,Unknown,Unknown,2022,August,"Loss of electric service to more than 50,000 customers for 1 hour or more",
08/29/2022,10:45:00,08/29/2022,11:45:00,Texas: Collin County;,TRE,Suspicious Activity,0,0,2022,August,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",
08/31/2022,09:58:00,08/31/2022,12:15:00,Florida: Duval County;,SERC,Vandalism,10,3000,2022,August,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",
09/01/2022,15:00:00,09/01/2022,21:00:00,California: Shasta County;,WECC,Severe Weather,242,44000,2022,September,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,
09/04/2022,16:00:00,09/06/2022,08:00:00,"Texas: Tarrant County, Collin County, Dallas County, Ellis County, Kaufman County, Rockwall County, Williamson County, Denton County, Archer County;",TRE,Severe Weather,Unknown,190000,2022,September,"Loss of electric service to more than 50,000 customers for 1 hour or more",
