Name,Voltage (kV),Duration (minutes),Outage Type,Cause,year
Creston-Bell No 1 115kV line,115.0,1,Auto,Unknown,2014
Creston-Egypt section of Creston-Bell No 1 115kV line,115.0,1,Auto,Unknown,2014
Egypt tap to Creston-Bell No 1 115kV line,115.0,1,Auto,Unknown,2014
Egypt-Larene section of Creston-Bell No 1 115kV line,115.0,1,Auto,Unknown,2014
Larene tap to Creston-Bell No 1 115kV line,115.0,1,Auto,Unknown,2014
Larene-Springhill section of Creston-Bell No 1 115kV line,115.0,1,Auto,Unknown,2014
Springhill tap to Creston-Bell No 1 115kV line,115.0,1,Auto,Unknown,2014
Springhill-Bell section of Creston-Bell No 1 115kV line,115.0,1,Auto,Unknown,2014
Grand Coulee-Bell No 3 230kV line,230.0,2,Auto,Unknown,2014
Taft-Bell No 1 500kV line,500.0,3,Auto,Unknown,2014
Toledo-Wendson No 1 230kV line,230.0,2,Auto,Weather,2014
Monroe-Novelty Hill No 1 230kV line,230.0,2,Auto,Unknown,2014
Sno-King-Maple Valley No 2 230kV line,230.0,688,Auto,Unknown,2014
Burns-Summer Lake section of Hemingway-Summer Lake No 1 500kV line,500.0,681,Auto,Unknown,2014
Hemingway-Burns section of Hemingway-Summer Lake No 1 500kV line,500.0,681,Auto,Unknown,2014
Hemingway-Summer Lake No 1 500kV line,500.0,681,Auto,Unknown,2014
Chehalis-Pe Ell section of Chehalis-Raymond No 1 115kV line,115.0,1,Auto,Tree Blown,2014
Chehalis-Raymond No 1 115kV line,115.0,10300,Auto,Tree Blown,2014
Holcomb tap to Chehalis-Raymond No 1 115kV line,115.0,201,Auto,Tree Blown,2014
Holcomb-Raymond section of Chehalis-Raymond No 1 115kV line,115.0,201,Auto,Tree Blown,2014
Pe Ell tap to Chehalis-Raymond No 1 115kV line,115.0,1,Auto,Tree Blown,2014
Pe Ell-Holcomb section of Chehalis-Raymond No 1 115kV line,115.0,10300,Auto,Tree Blown,2014
Holcomb-Naselle No 1 115kV line,115.0,201,Auto,Other,2014
Holcomb-Oxbow section of Holcomb-Naselle No 1 115kV line,115.0,201,Auto,Other,2014
Cannon Beach-Seaside section of Tillamook-PACW Astoria No 1 115kV line,115.0,163,Auto,Unknown,2014
Garibaldi tap to Tillamook-PACW Astoria No 1 115kV line,115.0,30,Auto,Unknown,2014
Garibaldi-Mohler section of Tillamook-PACW Astoria No 1 115kV line,115.0,30,Auto,Unknown,2014
Mohler-Nehalem section of Tillamook-PACW Astoria No 1 115kV line,115.0,30,Auto,Unknown,2014
Nehalem-Cannon Beach section of Tillamook-PACW Astoria No 1 115kV line,115.0,163,Auto,Unknown,2014
Seaside-Warrenton section of Tillamook-PACW Astoria No 1 115kV line,115.0,28,Auto,Unknown,2014
Tillamook-Garibaldi section of Tillamook-PACW Astoria No 1 115kV line,115.0,30,Auto,Unknown,2014
Tillamook-PACW Astoria No 1 115kV line,115.0,163,Auto,Unknown,2014
Warrenton-PACW Astoria section of Tillamook-PACW Astoria No 1 115kV line,115.0,28,Auto,Unknown,2014
Celilo-Sylmar Pole No 3 1000kV line,1000.0,8,Auto,Unknown,2014
Converter 1 tap to Celilo-Sylmar Pole No 3 1000kV line,1000.0,8,Auto,Unknown,2014
Converter 3 tap to Celilo-Sylmar Pole No 3 1000kV line,1000.0,8,Auto,Unknown,2014
Valve Group 1 tap to Celilo-Sylmar Pole No 3 1000kV line,1000.0,8,Auto,Unknown,2014
Valve Group 3 tap to Celilo-Sylmar Pole No 3 1000kV line,1000.0,8,Auto,Unknown,2014
Valve Group 5 tap to Celilo-Sylmar Pole No 3 1000kV line,1000.0,8,Auto,Unknown,2014
Valve Group 7 tap to Celilo-Sylmar Pole No 3 1000kV line,1000.0,8,Auto,Unknown,2014
Celilo-Sylmar Pole No 4 1000kV line,1000.0,8,Auto,Unknown,2014
Converter 2 tap to Celilo-Sylmar Pole No 4 1000kV line,1000.0,8,Auto,Unknown,2014
Converter 4 tap to Celilo-Sylmar Pole No 4 1000kV line,1000.0,8,Auto,Unknown,2014
Valve Group 2 tap to Celilo-Sylmar Pole No 4 1000kV line,1000.0,8,Auto,Unknown,2014
Valve Group 4 tap to Celilo-Sylmar Pole No 4 1000kV line,1000.0,8,Auto,Unknown,2014
Valve Group 6 tap to Celilo-Sylmar Pole No 4 1000kV line,1000.0,8,Auto,Unknown,2014
Valve Group 8 tap to Celilo-Sylmar Pole No 4 1000kV line,1000.0,8,Auto,Unknown,2014
Fairview-Rogue No 1 230kV line,230.0,239,Auto,Foreign Trouble,2014
Ross-Lexington No 1 230kV line,230.0,82,Auto,Other,2014
Ross-Woodland section of Ross-Lexington No 1 230kV line,230.0,82,Auto,Other,2014
Swift tap to Ross-Lexington No 1 230kV line,230.0,1933,Auto,Other,2014
Woodland-Lexington section of Ross-Lexington No 1 230kV line,230.0,82,Auto,Other,2014
Creston-Bell No 1 115kV line,115.0,1,Auto,Unknown,2014
Creston-Egypt section of Creston-Bell No 1 115kV line,115.0,1,Auto,Unknown,2014
Egypt tap to Creston-Bell No 1 115kV line,115.0,1,Auto,Unknown,2014
Egypt-Larene section of Creston-Bell No 1 115kV line,115.0,1,Auto,Unknown,2014
Larene tap to Creston-Bell No 1 115kV line,115.0,1,Auto,Unknown,2014
Larene-Springhill section of Creston-Bell No 1 115kV line,115.0,1,Auto,Unknown,2014
Springhill tap to Creston-Bell No 1 115kV line,115.0,1,Auto,Unknown,2014
Springhill-Bell section of Creston-Bell No 1 115kV line,115.0,1,Auto,Unknown,2014
Grand Coulee-Westside AVA No 1 230kV line,230.0,9,Auto,Weather,2014
Grand Coulee-Bell No 3 230kV line,230.0,4,Auto,Weather,2014
Grand Coulee-Westside AVA No 1 230kV line,230.0,3,Auto,Weather,2014
Grand Coulee-Bell No 3 230kV line,230.0,6,Auto,Weather,2014
Grand Coulee-Bell No 3 230kV line,230.0,6,Auto,Weather,2014
Grand Coulee-Bell No 3 230kV line,230.0,592,Auto,Weather,2014
Grand Coulee-Bell No 3 230kV line,230.0,1181,Auto,Weather,2014
Grand Coulee-Westside AVA No 1 230kV line,230.0,3,Auto,Weather,2014
Big Eddy-De Moss No 1 115kV line,115.0,2,Auto,Weather,2014
Grand Coulee-Westside AVA No 1 230kV line,230.0,4,Auto,Unknown,2014
Grand Coulee-Bell No 3 230kV line,230.0,5,Auto,Weather,2014
Grand Coulee-Bell No 3 230kV line,230.0,5,Auto,Weather,2014
Grand Coulee-Bell No 3 230kV line,230.0,957,Auto,Weather,2014
Grand Coulee-Westside AVA No 1 230kV line,230.0,598,Auto,Weather,2014
Grand Coulee-Westside AVA No 1 230kV line,230.0,10,Auto,Wind,2014
LaPine-Chiloquin No 1 230kV line,230.0,9,Auto,Other,2014
LaPine-Fort Rock No 1 115kV line,115.0,10,Auto,Other,2014
Pilot Butte-LaPine No 1 230kV line,230.0,8,Auto,Other,2014
Grand Coulee-Bell No 3 230kV line,230.0,796,Auto,Weather,2014
Grand Coulee-Westside AVA No 1 230kV line,230.0,3,Auto,Weather,2014
Grand Coulee-Bell No 3 230kV line,230.0,2,Auto,Weather,2014
Grand Coulee-Bell No 3 230kV line,230.0,385,Auto,Weather,2014
Grand Coulee-Bell No 3 230kV line,230.0,1654,Auto,Weather,2014
Condon tap to De Moss-Fossil No 1 115kV line,115.0,205,Auto,Weather,2014
Condon Wind tap to De Moss-Fossil No 1 115kV line,115.0,205,Auto,Weather,2014
Condon Wind-Condon section of De Moss-Fossil No 1 115kV line,115.0,205,Auto,Weather,2014
Condon-Fossil section of De Moss-Fossil No 1 115kV line,115.0,205,Auto,Weather,2014
De Moss-Condon Wind section of De Moss-Fossil No 1 115kV line,115.0,1819,Auto,Weather,2014
De Moss-Fossil No 1 115kV line,115.0,1819,Auto,Weather,2014
John Day-Grizzly No 2 500kV line,500.0,4,Auto,Unknown,2014
Chenoweth-Goldendale No 1 115kV line,115.0,5,Auto,Weather,2014
Chenoweth-Spearfish section of Chenoweth-Goldendale No 1 115kV line,115.0,5,Auto,Weather,2014
Spearfish tap to Chenoweth-Goldendale No 1 115kV line,115.0,5,Auto,Weather,2014
Chenoweth-Goldendale No 1 115kV line,115.0,1,Auto,Weather,2014
Chenoweth-Spearfish section of Chenoweth-Goldendale No 1 115kV line,115.0,1,Auto,Weather,2014
Spearfish tap to Chenoweth-Goldendale No 1 115kV line,115.0,1,Auto,Weather,2014
Chenoweth-Goldendale No 1 115kV line,115.0,1,Auto,Weather,2014
Chenoweth-Spearfish section of Chenoweth-Goldendale No 1 115kV line,115.0,1,Auto,Weather,2014
Spearfish tap to Chenoweth-Goldendale No 1 115kV line,115.0,1,Auto,Weather,2014
John Day-Grizzly No 1 500kV line,500.0,1533,Auto,Weather,2014
Chenoweth-Goldendale No 1 115kV line,115.0,3,Auto,Weather,2014
Chenoweth-Spearfish section of Chenoweth-Goldendale No 1 115kV line,115.0,3,Auto,Weather,2014
Spearfish tap to Chenoweth-Goldendale No 1 115kV line,115.0,3,Auto,Weather,2014
Condon tap to De Moss-Fossil No 1 115kV line,115.0,272,Auto,Weather,2014
Condon Wind tap to De Moss-Fossil No 1 115kV line,115.0,272,Auto,Weather,2014
Condon Wind-Condon section of De Moss-Fossil No 1 115kV line,115.0,272,Auto,Weather,2014
Condon-Fossil section of De Moss-Fossil No 1 115kV line,115.0,272,Auto,Weather,2014
De Moss-Fossil No 1 115kV line,115.0,272,Auto,Weather,2014
La Grande-IPC North Powder No 1 230kV line,230.0,4,Auto,Unknown,2014
La Grande-IPC North Powder No 1 230kV line,230.0,2,Auto,Unknown,2014
La Grande-IPC North Powder No 1 230kV line,230.0,3,Auto,Unknown,2014
La Grande-IPC North Powder No 1 230kV line,230.0,1576,Auto,Unknown,2014
Mabton tap to Spring Creek-Wine Country No 1 230kV line,230.0,2,Auto,Unknown,2014
Mabton-Wine Country section of Spring Creek-Wine Country No 1 230kV line,230.0,2,Auto,Unknown,2014
Spring Creek-Mabton section of Spring Creek-Wine Country No 1 230kV line,230.0,2,Auto,Unknown,2014
Spring Creek-Wine Country No 1 230kV line,230.0,2,Auto,Unknown,2014
Grand Coulee-Westside AVA No 1 230kV line,230.0,4,Auto,Weather,2014
Grand Coulee-Bell No 3 230kV line,230.0,1,Auto,Weather,2014
Mission-Pendleton section of Walla Walla-Pendleton No 1 69kV line,69.0,491,Auto,Weather,2014
Walla Walla-Pendleton No 1 69kV line,69.0,491,Auto,Weather,2014
Grand Coulee-Westside AVA No 1 230kV line,230.0,7,Auto,Weather,2014
Mabton tap to Spring Creek-Wine Country No 1 230kV line,230.0,2,Auto,Unknown,2014
Mabton-Wine Country section of Spring Creek-Wine Country No 1 230kV line,230.0,2,Auto,Unknown,2014
Spring Creek-Mabton section of Spring Creek-Wine Country No 1 230kV line,230.0,2,Auto,Unknown,2014
Spring Creek-Wine Country No 1 230kV line,230.0,2,Auto,Unknown,2014
Chief Joseph PH-Chief Joseph No 1 230kV line,230.0,11,Auto,Other,2014
Chief Joseph PH-Chief Joseph No 4 230kV line,230.0,11,Auto,Other,2014
Chief Joseph PH-Chief Joseph No 5 500kV line,500.0,4,Auto,Other,2014
John Day-Grizzly No 1 500kV line,500.0,3,Auto,Weather,2014
Chief Joseph PH-Chief Joseph No 1 230kV line,230.0,2,Auto,Other,2014
Chief Joseph PH-Chief Joseph No 4 230kV line,230.0,3,Auto,Other,2014
Chief Joseph PH-Chief Joseph No 5 500kV line,500.0,3,Auto,Other,2014
Chief Joseph PH-Chief Joseph No 6 500kV line,500.0,4,Auto,Other,2014
John Day-Grizzly No 1 500kV line,500.0,328,Auto,Weather,2014
Grand Coulee-Westside AVA No 1 230kV line,230.0,8,Auto,Weather,2014
Chenoweth-Goldendale No 1 115kV line,115.0,67,Auto,Weather,2014
Chenoweth-Spearfish section of Chenoweth-Goldendale No 1 115kV line,115.0,67,Auto,Weather,2014
Spearfish tap to Chenoweth-Goldendale No 1 115kV line,115.0,67,Auto,Weather,2014
Grand Coulee-Westside AVA No 1 230kV line,230.0,2,Auto,Weather,2014
Grand Coulee-Westside AVA No 1 230kV line,230.0,540,Auto,Weather,2014
Grand Coulee-Bell No 3 230kV line,230.0,352,Auto,Weather,2014
Grand Coulee-Westside AVA No 1 230kV line,230.0,2350,Auto,Weather,2014
Creston-Bell No 1 115kV line,115.0,116,Auto,Weather,2014
Creston-Egypt section of Creston-Bell No 1 115kV line,115.0,116,Auto,Weather,2014
B212-Wilbur section of Grand Coulee-Creston No 1 115kV line,115.0,116,Auto,Weather,2014
Grand Coulee #2 tap to Grand Coulee-Creston No 1 115kV line,115.0,116,Auto,Weather,2014
Grand Coulee-B212 section of Grand Coulee-Creston No 1 115kV line,115.0,169,Auto,Weather,2014
Grand Coulee-Creston No 1 115kV line,115.0,169,Auto,Weather,2014
Wagner Lake tap to Wilbur tap to Grand Coulee-Creston No 1 115kV line,115.0,116,Auto,Weather,2014
Wilbur tap to Grand Coulee-Creston No 1 115kV line,115.0,116,Auto,Weather,2014
Wilbur-Creston section of Grand Coulee-Creston No 1 115kV line,115.0,116,Auto,Weather,2014
Creston-Bell No 1 115kV line,115.0,207,Auto,Weather,2014
Creston-Egypt section of Creston-Bell No 1 115kV line,115.0,135,Auto,Weather,2014
Egypt tap to Creston-Bell No 1 115kV line,115.0,135,Auto,Weather,2014
Egypt-Larene section of Creston-Bell No 1 115kV line,115.0,135,Auto,Weather,2014
Larene tap to Creston-Bell No 1 115kV line,115.0,135,Auto,Weather,2014
Larene-Springhill section of Creston-Bell No 1 115kV line,115.0,207,Auto,Weather,2014
Springhill tap to Creston-Bell No 1 115kV line,115.0,45,Auto,Weather,2014
Springhill-Bell section of Creston-Bell No 1 115kV line,115.0,45,Auto,Weather,2014
Grand Coulee-Bell No 3 230kV line,230.0,1767,Auto,Weather,2014
Grand Coulee-Bell No 5 230kV line,230.0,4,Auto,Weather,2014
Grand Coulee-Westside AVA No 1 230kV line,230.0,669,Auto,Weather,2014
John Day PH-John Day No 4 500kV line,500.0,366,Auto,Unknown,2014
Martin Creek-Drain No 1 115kV line,115.0,466,Auto,Other,2014
Alvey-Fairview No 1 230kV line,230.0,403,Auto,Tree Blown,2014
Alvey-Martin Creek section of Alvey-Fairview No 1 230kV line,230.0,403,Auto,Tree Blown,2014
Green Valley tap to Alvey-Fairview No 1 230kV line,230.0,1,Auto,Tree Blown,2014
Green Valley-Fairview section of Alvey-Fairview No 1 230kV line,230.0,1,Auto,Tree Blown,2014
Martin Creek tap to Alvey-Fairview No 1 230kV line,230.0,162,Auto,Tree Blown,2014
Martin Creek-Green Valley section of Alvey-Fairview No 1 230kV line,230.0,142,Auto,Tree Blown,2014
Alvey-Martin Creek No 1 115kV line,115.0,143,Auto,Other,2014
Dorena tap to Alvey-Martin Creek No 1 115kV line,115.0,143,Auto,Other,2014
Dorena-Latham section of Alvey-Martin Creek No 1 115kV line,115.0,143,Auto,Other,2014
Latham tap to Alvey-Martin Creek No 1 115kV line,115.0,143,Auto,Other,2014
Latham-Martin Creek section of Alvey-Martin Creek No 1 115kV line,115.0,143,Auto,Other,2014
Marcola A500-Alvey section of Santiam-Alvey No 1&2 230kV line,230.0,254,Auto,Weather,2014
Santiam-Alvey No 1&2 230kV line,230.0,2018,Auto,Weather,2014
Santiam-Marcola A500 section of Santiam-Alvey No 1&2 230kV line,230.0,2018,Auto,Weather,2014
Alvey-Fairview No 1 230kV line,230.0,2,Auto,Weather,2014
Green Valley tap to Alvey-Fairview No 1 230kV line,230.0,2,Auto,Weather,2014
Green Valley-Fairview section of Alvey-Fairview No 1 230kV line,230.0,2,Auto,Weather,2014
Alvey-Martin Creek No 1 115kV line,115.0,9,Auto,Other,2014
Dorena tap to Alvey-Martin Creek No 1 115kV line,115.0,9,Auto,Other,2014
Dorena-Latham section of Alvey-Martin Creek No 1 115kV line,115.0,9,Auto,Other,2014
Latham tap to Alvey-Martin Creek No 1 115kV line,115.0,9,Auto,Other,2014
Latham-Martin Creek section of Alvey-Martin Creek No 1 115kV line,115.0,9,Auto,Other,2014
Alvey-Martin Creek No 1 115kV line,115.0,80,Auto,Weather,2014
Dorena tap to Alvey-Martin Creek No 1 115kV line,115.0,373,Auto,Weather,2014
Dorena-Latham section of Alvey-Martin Creek No 1 115kV line,115.0,80,Auto,Weather,2014
Latham tap to Alvey-Martin Creek No 1 115kV line,115.0,80,Auto,Weather,2014
Latham-Martin Creek section of Alvey-Martin Creek No 1 115kV line,115.0,80,Auto,Weather,2014
Lane-Wendson No 2 230kV line,230.0,519,Auto,Tree Blown,2014
Allston-Delena section of Allston-Driscoll No 2 115kV line,115.0,5,Auto,Unknown,2014
Allston-Driscoll No 2 115kV line,115.0,12,Auto,Unknown,2014
Conyers tap to Allston-Driscoll No 2 115kV line,115.0,5,Auto,Unknown,2014
Conyers-Mist section of Allston-Driscoll No 2 115kV line,115.0,5,Auto,Unknown,2014
Delena-Conyers section of Allston-Driscoll No 2 115kV line,115.0,5,Auto,Unknown,2014
Mist tap to Allston-Driscoll No 2 115kV line,115.0,5,Auto,Unknown,2014
Mist-Driscoll section of Allston-Driscoll No 2 115kV line,115.0,12,Auto,Unknown,2014
Dworshak-Taft No 1 500kV line,500.0,346,Auto,Wind,2014
Addy-AVA Devils Gap No 1 115kV line,115.0,75,Auto,Unknown,2014
The Dalles PH-Big Eddy No 3 230kV line,230.0,131,Auto,Unknown,2014
Big Eddy-Spring Creek No 1 230kV line,230.0,1235,Auto,Other,2014
South Tacoma-Southwest No 1 230kV line,230.0,469,Auto,Tree Blown,2014
St Johns-Keeler No 2 115kV line,115.0,139,Auto,Other,2014
Big Hanaford-Centralia section of Paul-Centralia Thermal PH No 1 500kV line,500.0,194,Auto,Unknown,2014
Paul-Centralia Thermal PH No 1 500kV line,500.0,194,Auto,Unknown,2014
Condon tap to De Moss-Fossil No 1 115kV line,115.0,177,Auto,Weather,2014
Condon Wind tap to De Moss-Fossil No 1 115kV line,115.0,177,Auto,Weather,2014
Condon Wind-Condon section of De Moss-Fossil No 1 115kV line,115.0,177,Auto,Weather,2014
Condon-Fossil section of De Moss-Fossil No 1 115kV line,115.0,177,Auto,Weather,2014
De Moss-Condon Wind section of De Moss-Fossil No 1 115kV line,115.0,177,Auto,Weather,2014
De Moss-Fossil No 1 115kV line,115.0,177,Auto,Weather,2014
Allston-Delena section of Allston-Driscoll No 2 115kV line,115.0,3,Auto,Tree Blown,2014
Allston-Driscoll No 2 115kV line,115.0,3,Auto,Tree Blown,2014
Conyers tap to Allston-Driscoll No 2 115kV line,115.0,3,Auto,Tree Blown,2014
Conyers-Mist section of Allston-Driscoll No 2 115kV line,115.0,3,Auto,Tree Blown,2014
Delena-Conyers section of Allston-Driscoll No 2 115kV line,115.0,3,Auto,Tree Blown,2014
Mist tap to Allston-Driscoll No 2 115kV line,115.0,3,Auto,Tree Blown,2014
Mist-Driscoll section of Allston-Driscoll No 2 115kV line,115.0,3,Auto,Tree Blown,2014
Broadview-Garrison No 2 500kV line,500.0,4,Auto,Unknown,2014
Ross-Lexington No 1 230kV line,230.0,70,Auto,Unknown,2014
Ross-Woodland section of Ross-Lexington No 1 230kV line,230.0,70,Auto,Unknown,2014
Swift tap to Ross-Lexington No 1 230kV line,230.0,70,Auto,Unknown,2014
Woodland-Lexington section of Ross-Lexington No 1 230kV line,230.0,70,Auto,Unknown,2014
Ross-Lexington No 1 230kV line,230.0,84,Auto,Unknown,2014
Ross-Woodland section of Ross-Lexington No 1 230kV line,230.0,84,Auto,Unknown,2014
Swift tap to Ross-Lexington No 1 230kV line,230.0,2191,Auto,Unknown,2014
Woodland-Lexington section of Ross-Lexington No 1 230kV line,230.0,84,Auto,Unknown,2014
Broadview-Garrison No 1 500kV line,500.0,919,Auto,Unknown,2014
Captain Jack-Klamath Cogen No 1 500kV line,500.0,4,Auto,Unknown,2014
Hagen-Tarlett section of Naselle-Tarlett No 2 115kV line,115.0,102,Auto,Unknown,2014
Naselle-Hagen section of Naselle-Tarlett No 2 115kV line,115.0,102,Auto,Unknown,2014
Naselle-Tarlett No 2 115kV line,115.0,102,Auto,Unknown,2014
Sickler-Douglas Switchyard No 1 230kV line,230.0,3,Auto,Other,2014
Sickler-Schultz No 1 500kV line,500.0,3,Auto,Other,2014
Ponderosa-Pilot Butte No 1 230kV line,230.0,16,Auto,Unknown,2014
Boundary-Nelway No 1 230kV line,230.0,38,Auto,Unknown,2014
Coyote Springs-AVA No 2 500kV line,500.0,17,Auto,Other,2014
Bonneville PH 1-Alcoa No 1&2 115kV line,115.0,1,Auto,Unknown,2014
Bonneville-Underwood section of Bonneville PH 1-Alcoa No 1&2 115kV line,115.0,1,Auto,Unknown,2014
Stevenson tap to Underwood tap to Bonneville PH 1-Alcoa No 1&2 115kV line,115.0,2,Auto,Unknown,2014
Echo Lake-Maple Valley No 1&2 500kV line,500.0,31,Auto,Other,2014
Maple Valley-Massachusetts No 1 230kV line,230.0,36,Auto,Other,2014
Maple Valley-Talbot No 2 230kV line,230.0,34,Auto,Other,2014
Sno-King-Maple Valley No 1 230kV line,230.0,485,Auto,Other,2014
Klahanie-Maple Valley section of Sammamish-Maple Valley No 1 230kV line,230.0,33,Auto,Other,2014
Sammamish-Maple Valley No 1 230kV line,230.0,33,Auto,Other,2014
Hagen tap to Naselle-Tarlett No 1 115kV line,115.0,958,Auto,Unknown,2014
Naselle-Tarlett No 1 115kV line,115.0,958,Auto,Unknown,2014
Columbia Falls-Conkelley No 1 230kV line,230.0,265,Auto,Other,2014
Libby PH-Libby No 2 230kV line,230.0,23,Auto,Other,2014
Celilo-Sylmar Pole No 4 1000kV line,1000.0,138,Auto,Other,2014
Converter 4 tap to Celilo-Sylmar Pole No 4 1000kV line,1000.0,138,Auto,Other,2014
Captain Jack-Malin No 1 500kV line,500.0,3,Auto,Other,2014
Celilo-Sylmar Pole No 4 1000kV line,1000.0,6,Auto,Other,2014
Converter 4 tap to Celilo-Sylmar Pole No 4 1000kV line,1000.0,6,Auto,Other,2014
Allston-Delena section of Allston-Driscoll No 2 115kV line,115.0,22,Auto,Unknown,2014
Allston-Driscoll No 2 115kV line,115.0,22,Auto,Unknown,2014
Conyers tap to Allston-Driscoll No 2 115kV line,115.0,22,Auto,Unknown,2014
Conyers-Mist section of Allston-Driscoll No 2 115kV line,115.0,22,Auto,Unknown,2014
Delena-Conyers section of Allston-Driscoll No 2 115kV line,115.0,22,Auto,Unknown,2014
Mist tap to Allston-Driscoll No 2 115kV line,115.0,22,Auto,Unknown,2014
Mist-Driscoll section of Allston-Driscoll No 2 115kV line,115.0,22,Auto,Unknown,2014
Big Eddy-Spring Creek No 1 230kV line,230.0,347,Auto,Other,2014
Black Canyon-Emmett No 1 69kV line,69.0,123,Auto,Foreign Trouble,2014
Broadview-Garrison No 1 500kV line,500.0,449,Auto,Unknown,2014
Chief Joseph PH-Chief Joseph No 1 230kV line,230.0,3,Auto,Other,2014
Chief Joseph PH-Chief Joseph No 5 500kV line,500.0,4,Auto,Other,2014
Chief Joseph PH-Chief Joseph No 6 500kV line,500.0,5,Auto,Other,2014
Asarco tap to Libby-Bonners Ferry No 1 115kV line,115.0,328,Auto,Unknown,2014
Keeler-Allston No 1 500kV line,500.0,45,Auto,Other,2014
Pearl-Keeler No 1 500kV line,500.0,45,Auto,Other,2014
Snohomish-Bothell No 1 230kV line,230.0,21,Auto,Other,2014
Snohomish-Bothell No 2 230kV line,230.0,20,Auto,Other,2014
Chief Joseph PH-Chief Joseph No 4 230kV line,230.0,3,Auto,Other,2014
Chief Joseph PH-Chief Joseph No 5 500kV line,500.0,3,Auto,Other,2014
The Dalles PH-Big Eddy No 3 230kV line,230.0,20,Auto,Other,2014
Broadview-Garrison No 2 500kV line,500.0,1195,Auto,Unknown,2014
Ross-Lexington No 1 230kV line,230.0,83,Auto,Unknown,2014
Ross-Woodland section of Ross-Lexington No 1 230kV line,230.0,83,Auto,Unknown,2014
Swift tap to Ross-Lexington No 1 230kV line,230.0,83,Auto,Unknown,2014
Woodland-Lexington section of Ross-Lexington No 1 230kV line,230.0,83,Auto,Unknown,2014
Olympia-Shelton No 2 115kV line,115.0,217,Auto,Other,2014
Olympia-Skookum section of Olympia-Shelton No 2 115kV line,115.0,90,Auto,Other,2014
Skookum tap to Olympia-Shelton No 2 115kV line,115.0,90,Auto,Other,2014
Skookum-Shelton section of Olympia-Shelton No 2 115kV line,115.0,217,Auto,Other,2014
Olympia-Shelton No 2 115kV line,115.0,926,Auto,Unknown,2014
Olympia-Skookum section of Olympia-Shelton No 2 115kV line,115.0,926,Auto,Unknown,2014
Skookum tap to Olympia-Shelton No 2 115kV line,115.0,79,Auto,Unknown,2014
Skookum-Shelton section of Olympia-Shelton No 2 115kV line,115.0,79,Auto,Unknown,2014
Lookout Point PH-Lookout Point No 1 115kV line,115.0,18,Auto,Other,2014
Boardman-Ione No 1 69kV line,69.0,17,Auto,Other,2014
Boardman-Tower Road No 1 115kV line,115.0,20,Auto,Other,2014
McNary PH-McNary No 1 230kV line,230.0,10,Auto,Other,2014
McNary PH-McNary No 2 230kV line,230.0,10,Auto,Other,2014
McNary-Boardman No 1 230kV line,230.0,11,Auto,Other,2014
McNary-Horse Heaven No 1 230kV line,230.0,11,Auto,Other,2014
McNary-Roundup No 1 230kV line,230.0,13,Auto,Other,2014
Cold Springs-Hat Rock section of McNary-Wallula 230kV line,230.0,12,Auto,Other,2014
Hat Rock tap to McNary-Wallula 230kV line,230.0,12,Auto,Other,2014
Hat Rock-PACW Wallula section of McNary-Wallula 230kV line,230.0,12,Auto,Other,2014
McNary-Cold Springs section of McNary-Wallula 230kV line,230.0,12,Auto,Other,2014
McNary-Wallula 230kV line,230.0,12,Auto,Other,2014
John Day-Grizzly No 1 500kV line,500.0,2,Auto,Unknown,2014
Biglow Canyon-John Day No 1 230kV line,230.0,9,Auto,Other,2014
Sickler-Schultz No 1 500kV line,500.0,1,Auto,Other,2014
Sickler-Schultz No 1 500kV line,500.0,132,Auto,Other,2014
Celilo-Sylmar Pole No 4 1000kV line,1000.0,29,Auto,Other,2014
Valve Group 8 tap to Celilo-Sylmar Pole No 4 1000kV line,1000.0,29,Auto,Other,2014
Carlton-Tillamook No 1 230kV line,230.0,321,Auto,Foreign Trouble,2014
Little Goose-Lower Granite No 1 500kV line,500.0,4,Auto,Other,2014
Lower Monumental-Little Goose No 2 500kV line,500.0,2,Auto,Other,2014
Lower Monumental-McNary No 1 500kV line,500.0,6,Auto,Other,2014
Lower Monumental-Sacajawea section of Lower Monumental-McNary No 1 500kV line,500.0,6,Auto,Other,2014
Four Lakes-Cheney section of Cheney tap to Silver Lake-Sunset 115kV line,115.0,286,Auto,Foreign Trouble,2014
Silver Lake-Four Lakes section of Cheney tap to Silver Lake-Sunset 115kV line,115.0,70,Auto,Foreign Trouble,2014
Silver Lake-Sunset 115kV line,115.0,286,Auto,Foreign Trouble,2014
Bear Gulch-Chick Creek section of Drummond-Macks Inn No 1 115kV line,115.0,474,Auto,Other,2014
Chick Creek-Macks Inn section of Drummond-Macks Inn No 1 115kV line,115.0,474,Auto,Other,2014
Drummond-Bear Gulch section of Drummond-Macks Inn No 1 115kV line,115.0,474,Auto,Other,2014
Drummond-Macks Inn No 1 115kV line,115.0,474,Auto,Other,2014
Greentimber tap to Drummond-Macks Inn No 1 115kV line,115.0,474,Auto,Other,2014
Macks Inn-Madison No 1 115kV line,115.0,495,Auto,Other,2014
Big Eddy-Celilo No 1 500kV line,500.0,147,Auto,Other,2014
Converter 1 tap to Celilo-Sylmar Pole No 3 1000kV line,1000.0,153,Auto,Other,2014
Chief Joseph PH-Chief Joseph No 1 230kV line,230.0,3,Auto,Other,2014
Chief Joseph PH-Chief Joseph No 4 230kV line,230.0,4,Auto,Other,2014
