Name,Voltage (kV),Duration (minutes),Outage Type,Cause,year
Mesa-Connell section of Benton-Scooteney No 1 115kV line,115.0,10,Auto,Lightning,2019
Ringold tap to Benton-Scooteney No 1 115kV line,115.0,10,Auto,Lightning,2019
Ringold-Mesa section of Benton-Scooteney No 1 115kV line,115.0,10,Auto,Lightning,2019
Benton-Ringold section of Benton-Scooteney No 1 115kV line,115.0,2,Auto,Lightning,2019
Benton-Scooteney No 1 115kV line,115.0,2,Auto,Lightning,2019
Connell tap to Benton-Scooteney No 1 115kV line,115.0,2,Auto,Lightning,2019
Connell-Scooteney section of Benton-Scooteney No 1 115kV line,115.0,2,Auto,Lightning,2019
Mesa-Connell section of Benton-Scooteney No 1 115kV line,115.0,2,Auto,Lightning,2019
Ringold tap to Benton-Scooteney No 1 115kV line,115.0,2,Auto,Lightning,2019
Ringold-Mesa section of Benton-Scooteney No 1 115kV line,115.0,2,Auto,Lightning,2019
Flathead-Hot Springs No 1 230kV line,230.0,603,Auto,Lightning,2019
Flathead-Lion Mountain section of Flathead-Hot Springs No 1 230kV line,230.0,73,Auto,Lightning,2019
Lakeside tap to Flathead-Hot Springs No 1 230kV line,230.0,73,Auto,Lightning,2019
Lakeside-Hot Springs section of Flathead-Hot Springs No 1 230kV line,230.0,603,Auto,Lightning,2019
Lion Mountain tap to Flathead-Hot Springs No 1 230kV line,230.0,73,Auto,Lightning,2019
Lion Mountain-Lakeside section of Flathead-Hot Springs No 1 230kV line,230.0,73,Auto,Lightning,2019
Rattlesnake-Garrison No 1 230kV line,230.0,1365,Auto,Lightning,2019
Libby-Bonners Ferry No 1 115kV line,115.0,1,Auto,Other,2019
Buckley-Grizzly No 1 500kV line,500.0,9,Auto,Weather,2019
Box Canyon-Cusick section of Box Canyon-Usk 115kV line,115.0,1127,Auto,Unknown,2019
Box Canyon-Usk 115kV line,115.0,1127,Auto,Unknown,2019
Cusick-Usk section of Box Canyon-Usk 115kV line,115.0,22,Auto,Unknown,2019
Dixonville-Meridian No 1 500kV line,500.0,6,Auto,Unknown,2019
Grizzly-PGE Round Butte No 1 500kV line,500.0,83,Auto,Other,2019
Hills Creek-Lookout Point No 1 115kV line,115.0,394,Auto,Weather,2019
Hills Creek-Oakridge section of Hills Creek-Lookout Point No 1 115kV line,115.0,239,Auto,Weather,2019
Oakridge tap to Hills Creek-Lookout Point No 1 115kV line,115.0,239,Auto,Weather,2019
Oakridge-Lookout Point section of Hills Creek-Lookout Point No 1 115kV line,115.0,394,Auto,Weather,2019
Captain Jack-Olinda No 1 500kV line,500.0,84,Auto,Unknown,2019
Ahsahka tap to Dworshak PH-Orofino No 1 115kV line,115.0,607,Auto,Weather,2019
Ahsahka-Orofino section of Dworshak PH-Orofino No 1 115kV line,115.0,607,Auto,Weather,2019
Dworshak PH-Ahsahka section of Dworshak PH-Orofino No 1 115kV line,115.0,607,Auto,Weather,2019
Dworshak PH-Orofino No 1 115kV line,115.0,607,Auto,Weather,2019
The Dalles PH-Big Eddy No 3 230kV line,230.0,241,Auto,Other,2019
Chehalis-Mayfield No 1 230kV line,230.0,2,Auto,Lightning,2019
Silver Creek-Mayfield section of Chehalis-Mayfield No 1 230kV line,230.0,2,Auto,Lightning,2019
Mossyrock-Chehalis No 1 230kV line,230.0,2,Auto,Lightning,2019
Chenoweth-Goldendale No 1 115kV line,115.0,220,Auto,Weather,2019
Chenoweth-Spearfish section of Chenoweth-Goldendale No 1 115kV line,115.0,220,Auto,Weather,2019
Spearfish tap to Chenoweth-Goldendale No 1 115kV line,115.0,220,Auto,Weather,2019
Martin Creek-Drain No 1 115kV line,115.0,174,Auto,Other,2019
Alvey-Fairview No 1 230kV line,230.0,267,Auto,Lightning,2019
Alvey-Martin Creek section of Alvey-Fairview No 1 230kV line,230.0,46,Auto,Lightning,2019
Martin Creek tap to Alvey-Fairview No 1 230kV line,230.0,46,Auto,Lightning,2019
Martin Creek-Green Valley section of Alvey-Fairview No 1 230kV line,230.0,267,Auto,Lightning,2019
Alvey-Martin Creek No 1 115kV line,115.0,195,Auto,Other,2019
Dorena tap to Alvey-Martin Creek No 1 115kV line,115.0,44,Auto,Other,2019
Dorena-Latham section of Alvey-Martin Creek No 1 115kV line,115.0,44,Auto,Other,2019
Latham tap to Alvey-Martin Creek No 1 115kV line,115.0,44,Auto,Other,2019
Latham-Martin Creek section of Alvey-Martin Creek No 1 115kV line,115.0,195,Auto,Other,2019
Rattlesnake-Garrison No 1 230kV line,230.0,1189,Auto,Lightning,2019
Redmond-PGE Round Butte No 1 230kV line,230.0,154,Auto,Other,2019
Christopher tap to Tacoma-Covington No 2 230kV line,230.0,6,Auto,Lightning,2019
Tacoma-Covington No 2 230kV line,230.0,6,Auto,Lightning,2019
Maple Valley-Massachusetts No 1 230kV line,230.0,288,Auto,Lightning,2019
Celilo-Sylmar Pole No 4 1000kV line,1000.0,5,Auto,Lightning,2019
Chief Joseph-Snohomish No 4 345kV line,345.0,646,Auto,Lightning,2019
Goose Lake tap to Grand Coulee-Okanogan No 2 115kV line,115.0,14,Auto,Lightning,2019
Goose Lake-Okanogan section of Grand Coulee-Okanogan No 2 115kV line,115.0,14,Auto,Lightning,2019
Grand Coulee-Keller section of Grand Coulee-Okanogan No 2 115kV line,115.0,14,Auto,Lightning,2019
Grand Coulee-Okanogan No 2 115kV line,115.0,14,Auto,Lightning,2019
Keller tap to Grand Coulee-Okanogan No 2 115kV line,115.0,14,Auto,Lightning,2019
Keller-Nespelem section of Grand Coulee-Okanogan No 2 115kV line,115.0,14,Auto,Lightning,2019
Nespelem tap to Grand Coulee-Okanogan No 2 115kV line,115.0,14,Auto,Lightning,2019
Nespelem-Goose Lake section of Grand Coulee-Okanogan No 2 115kV line,115.0,14,Auto,Lightning,2019
Grand Coulee-Foster Creek No 1 115kV line,115.0,15,Auto,Other,2019
Grand Coulee-Nilles Corner section of Grand Coulee-Foster Creek No 1 115kV line,115.0,15,Auto,Other,2019
Nilles Corner tap to Grand Coulee-Foster Creek No 1 115kV line,115.0,15,Auto,Other,2019
Antelope-Maupin section of Fossil-Maupin 69kV line,69.0,51,Auto,Other,2019
Fossil-Maupin 69kV line,69.0,51,Auto,Other,2019
Big Eddy-Maupin section of Big Eddy-Redmond No 1 230kV line,230.0,17,Auto,Other,2019
Big Eddy-Redmond No 1 230kV line,230.0,17,Auto,Other,2019
Driscoll-Astoria No 1 115kV line,115.0,60,Auto,Tree Blown,2019
Driscoll-Knappa section of Driscoll-Astoria No 1 115kV line,115.0,4,Auto,Tree Blown,2019
Fern Hill-Astoria section of Driscoll-Astoria No 1 115kV line,115.0,60,Auto,Tree Blown,2019
Knappa-Fern Hill section of Driscoll-Astoria No 1 115kV line,115.0,4,Auto,Tree Blown,2019
Port Angeles-Sappho No 1 115kV line,115.0,573,Auto,Tree Blown,2019
Port Angeles-Silverado section of Port Angeles-Sappho No 1 115kV line,115.0,1,Auto,Tree Blown,2019
Silverado tap to Port Angeles-Sappho No 1 115kV line,115.0,1,Auto,Tree Blown,2019
Silverado-Sappho section of Port Angeles-Sappho No 1 115kV line,115.0,573,Auto,Tree Blown,2019
Rogue-Gold Beach No 1 115kV line,115.0,195,Auto,Other,2019
Rogue-Gold Beach No 2 115kV line,115.0,1229,Auto,Other,2019
Box Canyon tap to Colville-Boundary No 1 115kV line,115.0,108,Auto,Tree Blown,2019
Box Canyon-Metaline Falls section of Colville-Boundary No 1 115kV line,115.0,222,Auto,Tree Blown,2019
Colville-Boundary No 1 115kV line,115.0,428,Auto,Tree Blown,2019
Colville-Spirit section of Colville-Boundary No 1 115kV line,115.0,108,Auto,Tree Blown,2019
Metaline Falls tap to Colville-Boundary No 1 115kV line,115.0,222,Auto,Tree Blown,2019
Metaline Falls-Boundary section of Colville-Boundary No 1 115kV line,115.0,428,Auto,Tree Blown,2019
Spirit tap to Colville-Boundary No 1 115kV line,115.0,108,Auto,Tree Blown,2019
Spirit-Box Canyon section of Colville-Boundary No 1 115kV line,115.0,108,Auto,Tree Blown,2019
Lookout Point-Alvey No 2 115kV line,115.0,149,Auto,Tree Blown,2019
Lookout Point-Mt. Vernon section of Lookout Point-Alvey No 2 115kV line,115.0,149,Auto,Tree Blown,2019
Mt. Vernon tap to Lookout Point-Alvey No 2 115kV line,115.0,25,Auto,Tree Blown,2019
Mt. Vernon-Alvey section of Lookout Point-Alvey No 2 115kV line,115.0,25,Auto,Tree Blown,2019
Palisades-Cattle Creek No 1 115kV line,115.0,8,Auto,Other,2019
Box Canyon tap to Colville-Boundary No 1 115kV line,115.0,94,Auto,Tree Blown,2019
Box Canyon-Metaline Falls section of Colville-Boundary No 1 115kV line,115.0,94,Auto,Tree Blown,2019
Colville-Boundary No 1 115kV line,115.0,1543,Auto,Tree Blown,2019
Colville-Spirit section of Colville-Boundary No 1 115kV line,115.0,1543,Auto,Tree Blown,2019
Metaline Falls tap to Colville-Boundary No 1 115kV line,115.0,94,Auto,Tree Blown,2019
Metaline Falls-Boundary section of Colville-Boundary No 1 115kV line,115.0,94,Auto,Tree Blown,2019
Spirit tap to Colville-Boundary No 1 115kV line,115.0,94,Auto,Tree Blown,2019
Spirit-Box Canyon section of Colville-Boundary No 1 115kV line,115.0,94,Auto,Tree Blown,2019
Runyan-Ast 115kV line,115.0,171,Auto,Lightning,2019
Fishers-Ast section of Sifton-Ast No 1 115kV line,115.0,114,Auto,Lightning,2019
Sifton-Ast No 1 115kV line,115.0,114,Auto,Lightning,2019
Fargo tap to Oregon City-Chemawa No 2 115kV line,115.0,112,Auto,Foreign Trouble,2019
Fargo-Chemawa section of Oregon City-Chemawa No 2 115kV line,115.0,2075,Auto,Foreign Trouble,2019
Oregon City-Chemawa No 2 115kV line,115.0,2075,Auto,Foreign Trouble,2019
Oregon City-Fargo section of Oregon City-Chemawa No 2 115kV line,115.0,112,Auto,Foreign Trouble,2019
Addy tap to Bell-Boundary No 3 230kV line,230.0,37,Auto,Tree Blown,2019
Addy-Boundary section of Bell-Boundary No 3 230kV line,230.0,1392,Auto,Tree Blown,2019
Bell-Addy section of Bell-Boundary No 3 230kV line,230.0,37,Auto,Tree Blown,2019
Bell-Boundary No 3 230kV line,230.0,1392,Auto,Tree Blown,2019
Celilo-Sylmar Pole No 3 1000kV line,1000.0,190,Auto,Other,2019
Box Canyon tap to Colville-Boundary No 1 115kV line,115.0,108,Auto,Tree Blown,2019
Box Canyon-Metaline Falls section of Colville-Boundary No 1 115kV line,115.0,108,Auto,Tree Blown,2019
Colville-Boundary No 1 115kV line,115.0,427,Auto,Tree Blown,2019
Colville-Spirit section of Colville-Boundary No 1 115kV line,115.0,427,Auto,Tree Blown,2019
Metaline Falls tap to Colville-Boundary No 1 115kV line,115.0,108,Auto,Tree Blown,2019
Metaline Falls-Boundary section of Colville-Boundary No 1 115kV line,115.0,108,Auto,Tree Blown,2019
Spirit tap to Colville-Boundary No 1 115kV line,115.0,108,Auto,Tree Blown,2019
Spirit-Box Canyon section of Colville-Boundary No 1 115kV line,115.0,108,Auto,Tree Blown,2019
Elmo-Kerr section of Kalispell-Kerr No 1 115kV line,115.0,200,Auto,Other,2019
Kalispell-Kerr No 1 115kV line,115.0,200,Auto,Other,2019
Celilo-Sylmar Pole No 3 1000kV line,1000.0,1336,Auto,Weather,2019
Celilo-Sylmar Pole No 4 1000kV line,1000.0,1336,Auto,Weather,2019
Burns-Summer Lake section of Hemingway-Summer Lake No 1 500kV line,500.0,137,Auto,Other,2019
Hemingway-Burns section of Hemingway-Summer Lake No 1 500kV line,500.0,137,Auto,Other,2019
Hemingway-Summer Lake No 1 500kV line,500.0,137,Auto,Other,2019
Garrison-Anaconda No 1 230kV line,230.0,32,Auto,Other,2019
Loup Loup-Twisp section of Okanogan-Twisp 115kV line,115.0,1366,Auto,Unknown,2019
Malott-Loup Loup section of Okanogan-Twisp 115kV line,115.0,1366,Auto,Unknown,2019
Okanogan-Malott section of Okanogan-Twisp 115kV line,115.0,39,Auto,Unknown,2019
Okanogan-Twisp 115kV line,115.0,1366,Auto,Unknown,2019
Diamond Lake tap to Sacheen-Albeni Falls No 1 115kV line,115.0,177,Auto,Wind,2019
Diamond Lake-Albeni Falls section of Sacheen-Albeni Falls No 1 115kV line,115.0,238,Auto,Wind,2019
Sacheen-Albeni Falls No 1 115kV line,115.0,238,Auto,Wind,2019
Sacheen-Diamond Lake section of Sacheen-Albeni Falls No 1 115kV line,115.0,177,Auto,Wind,2019
Baker Creek tap to Walnut City tap to Forest Grove-McMinnville No 1 115kV line,115.0,353,Auto,Tree Blown,2019
Baker Creek-Walnut City section of Walnut City tap to Forest Grove-McMinnville No 1 115kV line,115.0,353,Auto,Tree Blown,2019
Carlton tap to Forest Grove-McMinnville No 1 115kV line,115.0,353,Auto,Tree Blown,2019
Carlton-Walnut City section of Forest Grove-McMinnville No 1 115kV line,115.0,353,Auto,Tree Blown,2019
Filbert tap to Forest Grove-McMinnville No 1 115kV line,115.0,1,Auto,Tree Blown,2019
Filbert-Carlton section of Forest Grove-McMinnville No 1 115kV line,115.0,353,Auto,Tree Blown,2019
Forest Grove-Filbert section of Forest Grove-McMinnville No 1 115kV line,115.0,1,Auto,Tree Blown,2019
Forest Grove-McMinnville No 1 115kV line,115.0,353,Auto,Tree Blown,2019
Walnut City tap-Baker Creek section of Walnut City tap to Forest Grove-McMinnville No 1 115kV line,115.0,365,Auto,Tree Blown,2019
Walnut City-McMinnville section of Forest Grove-McMinnville No 1 115kV line,115.0,353,Auto,Tree Blown,2019
Ross-Lexington No 1 230kV line,230.0,46,Auto,Other,2019
Ross-Woodland section of Ross-Lexington No 1 230kV line,230.0,46,Auto,Other,2019
Swift tap to Ross-Lexington No 1 230kV line,230.0,46,Auto,Other,2019
Woodland-Lexington section of Ross-Lexington No 1 230kV line,230.0,46,Auto,Other,2019
Usk-Pine Street 115kV line,115.0,1428,Auto,Unknown,2019
Brewster-Pateros section of Brewster-Twisp 115kV line,115.0,49,Auto,Unknown,2019
Brewster-Twisp 115kV line,115.0,667,Auto,Unknown,2019
Pateros-Twisp section of Brewster-Twisp 115kV line,115.0,667,Auto,Unknown,2019
Buckley-Grizzly No 1 500kV line,500.0,3,Auto,Other,2019
Slatt-Buckley No 1 500kV line,500.0,3,Auto,Other,2019
Swan Valley-Targhee tap section of Swan Valley-Teton No 1 115kV line,115.0,217,Auto,Foreign Trouble,2019
Swan Valley-Teton No 1 115kV line,115.0,218,Auto,Foreign Trouble,2019
Targhee tap to Swan Valley-Teton No 1 115kV line,115.0,217,Auto,Foreign Trouble,2019
Targhee tap-Teton section of Swan Valley-Teton No 1 115kV line,115.0,218,Auto,Foreign Trouble,2019
Targhee Tap-Victor section of Targhee tap to Swan Valley-Teton No 1 115kV line,115.0,218,Auto,Foreign Trouble,2019
Victor-Targhee section of Targhee tap to Swan Valley-Teton No 1 115kV line,115.0,3803,Auto,Foreign Trouble,2019
Targhee-Drummond No 1 115kV line,115.0,251,Auto,Other,2019
The Dalles PH-Big Eddy No 6 230kV line,230.0,518,Auto,Unknown,2019
Airport-Lebanon section of Albany-Lebanon No 1 115kV line,115.0,104,Auto,Unknown,2019
Albany-Lebanon No 1 115kV line,115.0,104,Auto,Unknown,2019
Midway-Priest Rapids No 3 230kV line,230.0,88,Auto,Weather,2019
Midway-Wanapum section of Midway-Priest Rapids No 3 230kV line,230.0,88,Auto,Weather,2019
Wanapum tap to Midway-Priest Rapids No 3 230kV line,230.0,88,Auto,Weather,2019
Wanapum-Priest Rapids section of Midway-Priest Rapids No 3 230kV line,230.0,88,Auto,Weather,2019
Canal-Jackson section of Canal-Second Lift No 2 34.5kV line,34.5,53,Auto,Foreign Trouble,2019
Canal-Second Lift No 2 34.5kV line,34.5,53,Auto,Foreign Trouble,2019
Jackson tap to Canal-Second Lift No 2 34.5kV line,34.5,53,Auto,Foreign Trouble,2019
Jackson-Second Lift section of Canal-Second Lift No 2 34.5kV line,34.5,53,Auto,Foreign Trouble,2019
Ashe-Slatt No 1 500kV line,500.0,610,Auto,Foreign Trouble,2019
Chief Joseph-East Omak No 1 230kV line,230.0,18,Auto,Other,2019
Alvey-Currin 115kV line,115.0,278,Auto,Other,2019
Boundary-Nelway No 1 230kV line,230.0,12,Auto,Other,2019
Ashe-Marion No 2 500kV line,500.0,2368,Auto,Foreign Trouble,2019
Slatt tap to Ashe-Marion No 2 500kV line,500.0,2368,Auto,Foreign Trouble,2019
Coyote Springs-Slatt No 1 500kV line,500.0,2153,Auto,Foreign Trouble,2019
Ashe-Slatt No 1 500kV line,500.0,2296,Auto,Foreign Trouble,2019
Echo Lake-Maple Valley No 1&2 500kV line,500.0,93,Auto,Other,2019
Maple Valley-Massachusetts No 1 230kV line,230.0,94,Auto,Other,2019
Klahanie tap to Sammamish-Maple Valley No 1 230kV line,230.0,96,Auto,Other,2019
Klahanie-Maple Valley section of Sammamish-Maple Valley No 1 230kV line,230.0,96,Auto,Other,2019
Novelty Hill-Klahanie section of Sammamish-Maple Valley No 1 230kV line,230.0,96,Auto,Other,2019
Sammamish-Maple Valley No 1 230kV line,230.0,96,Auto,Other,2019
Sammamish-Novelty Hill section of Sammamish-Maple Valley No 1 230kV line,230.0,96,Auto,Other,2019
Sno-King-Maple Valley No 1 230kV line,230.0,92,Auto,Other,2019
Benton-Ringold section of Benton-Scooteney No 1 115kV line,115.0,71,Auto,Weather,2019
Benton-Scooteney No 1 115kV line,115.0,71,Auto,Weather,2019
Connell tap to Benton-Scooteney No 1 115kV line,115.0,71,Auto,Weather,2019
Mesa-Connell section of Benton-Scooteney No 1 115kV line,115.0,71,Auto,Weather,2019
Ringold tap to Benton-Scooteney No 1 115kV line,115.0,71,Auto,Weather,2019
Ringold-Mesa section of Benton-Scooteney No 1 115kV line,115.0,71,Auto,Weather,2019
Brasada-Harney No 1 115kV line,115.0,3,Auto,Lightning,2019
Starvation Ridge-Harney section of Brasada-Harney No 1 115kV line,115.0,3,Auto,Lightning,2019
Cusick-Boundary section of Usk-Boundary No 1 230kV line,230.0,94,Auto,Tree Blown,2019
Usk-Boundary No 1 230kV line,230.0,94,Auto,Tree Blown,2019
Usk-Cusick section of Usk-Boundary No 1 230kV line,230.0,94,Auto,Tree Blown,2019
Blue River tap to Cougar-Holden Creek No 1 115kV line,115.0,1,Auto,Other,2019
Blue River-Holden Creek section of Cougar-Holden Creek No 1 115kV line,115.0,1,Auto,Other,2019
Carmen Smith-Blue River section of Cougar-Holden Creek No 1 115kV line,115.0,190,Auto,Other,2019
Cougar-Carmen Smith section of Cougar-Holden Creek No 1 115kV line,115.0,190,Auto,Other,2019
Cougar-Holden Creek No 1 115kV line,115.0,190,Auto,Other,2019
Big Eddy-De Moss No 1 115kV line,115.0,10,Auto,Weather,2019
Cannon Beach-Seaside section of Tillamook-PACW Astoria No 1 115kV line,115.0,10,Auto,Weather,2019
Garibaldi tap to Tillamook-PACW Astoria No 1 115kV line,115.0,247,Auto,Weather,2019
Garibaldi-Mohler section of Tillamook-PACW Astoria No 1 115kV line,115.0,1672,Auto,Weather,2019
Mohler-Nehalem section of Tillamook-PACW Astoria No 1 115kV line,115.0,308,Auto,Weather,2019
Nehalem-Cannon Beach section of Tillamook-PACW Astoria No 1 115kV line,115.0,18,Auto,Weather,2019
Seaside-Warrenton section of Tillamook-PACW Astoria No 1 115kV line,115.0,9,Auto,Weather,2019
Tillamook-Garibaldi section of Tillamook-PACW Astoria No 1 115kV line,115.0,247,Auto,Weather,2019
Tillamook-PACW Astoria No 1 115kV line,115.0,1672,Auto,Weather,2019
Warrenton-PACW Astoria section of Tillamook-PACW Astoria No 1 115kV line,115.0,9,Auto,Weather,2019
Chehalis-Pe Ell section of Chehalis-Raymond No 1 115kV line,115.0,97,Auto,Tree Blown,2019
Chehalis-Raymond No 1 115kV line,115.0,1017,Auto,Tree Blown,2019
Holcomb tap to Chehalis-Raymond No 1 115kV line,115.0,9,Auto,Tree Blown,2019
Holcomb-Raymond section of Chehalis-Raymond No 1 115kV line,115.0,8,Auto,Tree Blown,2019
Pe Ell tap to Chehalis-Raymond No 1 115kV line,115.0,97,Auto,Tree Blown,2019
Pe Ell-Holcomb section of Chehalis-Raymond No 1 115kV line,115.0,1017,Auto,Tree Blown,2019
Garibaldi tap to Tillamook-PACW Astoria No 1 115kV line,115.0,1315,Auto,Tree Blown,2019
Tillamook-Garibaldi section of Tillamook-PACW Astoria No 1 115kV line,115.0,1315,Auto,Tree Blown,2019
Tillamook-PACW Astoria No 1 115kV line,115.0,1315,Auto,Tree Blown,2019
Asarco tap to Libby-Bonners Ferry No 1 115kV line,115.0,627,Auto,Tree Blown,2019
Libby FEC-Troy section of Libby-Bonners Ferry No 1 115kV line,115.0,1,Auto,Tree Blown,2019
Libby-Bonners Ferry No 1 115kV line,115.0,1,Auto,Tree Blown,2019
Libby-Libby FEC section of Libby-Bonners Ferry No 1 115kV line,115.0,1,Auto,Tree Blown,2019
Moyie Springs tap to Libby-Bonners Ferry No 1 115kV line,115.0,1,Auto,Tree Blown,2019
Moyie Springs-Bonners Ferry section of Libby-Bonners Ferry No 1 115kV line,115.0,1,Auto,Tree Blown,2019
Troy tap to Libby-Bonners Ferry No 1 115kV line,115.0,1,Auto,Tree Blown,2019
Troy-Yaak section of Libby-Bonners Ferry No 1 115kV line,115.0,1,Auto,Tree Blown,2019
Yaak tap to Libby-Bonners Ferry No 1 115kV line,115.0,1,Auto,Tree Blown,2019
Yaak-Moyie Springs section of Libby-Bonners Ferry No 1 115kV line,115.0,1,Auto,Tree Blown,2019
Mohler-Nehalem section of Tillamook-PACW Astoria No 1 115kV line,115.0,916,Auto,Weather,2019
Tillamook-PACW Astoria No 1 115kV line,115.0,916,Auto,Weather,2019
Targhee-Drummond No 1 115kV line,115.0,2,Auto,Unknown,2019
Forest Grove-Thatcher Junction section of Forest Grove-Tillamook No 1 115kV line,115.0,2,Auto,Unknown,2019
Forest Grove-Tillamook No 1 115kV line,115.0,167,Auto,Unknown,2019
South Fork tap to Forest Grove-Tillamook No 1 115kV line,115.0,1,Auto,Unknown,2019
South Fork-Tillamook section of Forest Grove-Tillamook No 1 115kV line,115.0,1,Auto,Unknown,2019
Thatcher Junction tap to Forest Grove-Tillamook No 1 115kV line,115.0,2,Auto,Unknown,2019
Thatcher Junction-Timber section of Forest Grove-Tillamook No 1 115kV line,115.0,167,Auto,Unknown,2019
Timber tap to Forest Grove-Tillamook No 1 115kV line,115.0,343,Auto,Unknown,2019
Timber-South Fork section of Forest Grove-Tillamook No 1 115kV line,115.0,167,Auto,Unknown,2019
Custer-Ingledow No 2 500kV line,500.0,3,Auto,Foreign Trouble,2019
Ledbeder-City View section of Red Mountain-Richland No 1 115kV line,115.0,7,Auto,Other,2019
Red Mountain-Richland No 1 115kV line,115.0,7,Auto,Other,2019
Fairview-Bandon No 2 115kV line,115.0,326,Auto,Other,2019
Fairview-Bandon No 1 115kV line,115.0,10,Auto,Other,2019
Fairview-Norway section of Fairview-Bandon No 1 115kV line,115.0,10,Auto,Other,2019
Reedsport-Fairview No 1 115kV line,115.0,4,Auto,Other,2019
Sumner-Fairview section of Reedsport-Fairview No 1 115kV line,115.0,4,Auto,Other,2019
Carmen Smith tap to Cougar-Holden Creek No 1 115kV line,115.0,34861,Auto,Other,2020
Cougar-Holden Creek No 1 115kV line,115.0,34861,Auto,Other,2020
Box Canyon tap to Colville-Boundary No 1 115kV line,115.0,478,Auto,Tree Blown,2020
Box Canyon-Metaline Falls section of Colville-Boundary No 1 115kV line,115.0,478,Auto,Tree Blown,2020
Colville-Boundary No 1 115kV line,115.0,776,Auto,Tree Blown,2020
Metaline Falls tap to Colville-Boundary No 1 115kV line,115.0,478,Auto,Tree Blown,2020
Metaline Falls-Boundary section of Colville-Boundary No 1 115kV line,115.0,478,Auto,Tree Blown,2020
Spirit-Box Canyon section of Colville-Boundary No 1 115kV line,115.0,776,Auto,Tree Blown,2020
Midway-Priest Rapids No 1 230kV line,230.0,267,Auto,Other,2020
Cannon Beach-Seaside section of Tillamook-PACW Astoria No 1 115kV line,115.0,162,Auto,Weather,2020
Garibaldi tap to Tillamook-PACW Astoria No 1 115kV line,115.0,96,Auto,Weather,2020
Garibaldi-Mohler section of Tillamook-PACW Astoria No 1 115kV line,115.0,96,Auto,Weather,2020
Mohler-Nehalem section of Tillamook-PACW Astoria No 1 115kV line,115.0,162,Auto,Weather,2020
Seaside-Warrenton section of Tillamook-PACW Astoria No 1 115kV line,115.0,162,Auto,Weather,2020
Tillamook-Garibaldi section of Tillamook-PACW Astoria No 1 115kV line,115.0,96,Auto,Weather,2020
Tillamook-PACW Astoria No 1 115kV line,115.0,162,Auto,Weather,2020
Warrenton-PACW Astoria section of Tillamook-PACW Astoria No 1 115kV line,115.0,162,Auto,Weather,2020
Chief Joseph PH-Chief Joseph No 1 230kV line,230.0,19,Auto,Other,2020
Chief Joseph PH-Chief Joseph No 3 230kV line,230.0,23,Auto,Other,2020
Chief Joseph PH-Chief Joseph No 4 230kV line,230.0,25,Auto,Other,2020
Chief Joseph PH-Chief Joseph No 5 500kV line,500.0,21,Auto,Other,2020
Chief Joseph PH-Chief Joseph No 6 500kV line,500.0,27,Auto,Other,2020
Sickler-Schultz No 1 500kV line,500.0,218,Auto,Wind,2020
Port Angeles-Sappho No 1 115kV line,115.0,432,Auto,Tree Blown,2020
Port Angeles-Silverado section of Port Angeles-Sappho No 1 115kV line,115.0,1,Auto,Tree Blown,2020
Silverado tap to Port Angeles-Sappho No 1 115kV line,115.0,1,Auto,Tree Blown,2020
Silverado-Sappho section of Port Angeles-Sappho No 1 115kV line,115.0,432,Auto,Tree Blown,2020
Garrison-Taft No 1 500kV line,500.0,21,Auto,Other,2020
Taft-Bell No 1 500kV line,500.0,20,Auto,Weather,2020
Custer-Ingledow No 1 500kV line,500.0,6,Auto,Foreign Trouble,2020
Noxon-Libby No 1 230kV line,230.0,2,Auto,Weather,2020
Garrison-Taft No 1 500kV line,500.0,5,Auto,Other,2020
Taft-Bell No 1 500kV line,500.0,4,Auto,Weather,2020
"Cowlitz-Canyon No 1,2 115kV lines",115.0,798,Auto,Foreign Trouble,2020
"Franz Holmes tap to Cowlitz-Canyon No 1,2 115kV lines",115.0,798,Auto,Foreign Trouble,2020
Chief Joseph-Snohomish No 4 345kV line,345.0,5,Auto,Unknown,2020
Allston-Delena section of Allston-Driscoll No 2 115kV line,115.0,152,Auto,Tree Blown,2020
Allston-Driscoll No 2 115kV line,115.0,153,Auto,Tree Blown,2020
Conyers tap to Allston-Driscoll No 2 115kV line,115.0,152,Auto,Tree Blown,2020
Conyers-Mist section of Allston-Driscoll No 2 115kV line,115.0,152,Auto,Tree Blown,2020
Delena-Conyers section of Allston-Driscoll No 2 115kV line,115.0,152,Auto,Tree Blown,2020
Mist tap to Allston-Driscoll No 2 115kV line,115.0,477,Auto,Tree Blown,2020
Mist-Driscoll section of Allston-Driscoll No 2 115kV line,115.0,153,Auto,Tree Blown,2020
Aberdeen tap to Satsop Park-Cosmopolis No 1 115kV line,115.0,114,Auto,Weather,2020
Aberdeen tap-Cosmopolis section of Satsop Park-Cosmopolis No 1 115kV line,115.0,365,Auto,Weather,2020
Satsop Park-Aberdeen tap section of Satsop Park-Cosmopolis No 1 115kV line,115.0,114,Auto,Weather,2020
Satsop Park-Cosmopolis No 1 115kV line,115.0,365,Auto,Weather,2020
B916-Clayton section of Bell-Addy No 1 115kV line,115.0,1,Auto,Weather,2020
Bell-Addy No 1 115kV line,115.0,3,Auto,Weather,2020
Bell-Mead section of Bell-Addy No 1 115kV line,115.0,1,Auto,Weather,2020
Clayton tap to Bell-Addy No 1 115kV line,115.0,1,Auto,Weather,2020
Clayton-Loon Lake section of Bell-Addy No 1 115kV line,115.0,1,Auto,Weather,2020
