Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Event Type,Demand Loss (MW),Number of Customers Affected,year,Month,Alert Criteria,Event Month,dt_begin,dt_restore,duration_minutes
01/15/2017,06:35:00,01/15/2017,07:44:00,California: Los Angeles County;,WECC,Transmission Disruption,176,126000,2017,January ,"Loss of electric service to more than 50,000 customers for 1 hour or more",,2017-01-15 06:35:00,2017-01-15 07:44:00,69.0
01/18/2017,18:05:00,01/19/2017,00:05:00,California,WECC,Severe Weather,Unknown,75000,2017,January ,"Loss of electric service to more than 50,000 customers for 1 hour or more",,2017-01-18 18:05:00,2017-01-19 00:05:00,360.0
01/22/2017,04:15:00,01/24/2017,14:00:00,California,WECC,Severe Weather,97,64000,2017,January ,"Loss of electric service to more than 50,000 customers for 1 hour or more",,2017-01-22 04:15:00,2017-01-24 14:00:00,3465.0
2017-02-02 00:00:00,01:04:00,2017-02-02 00:00:00,05:00:00,"New Mexico: Bernalillo County, Santa Fe County;",WECC,Transmission Interruption,396,149223,2017,February,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,,2017-02-02 01:04:00,2017-02-02 05:00:00,236.0
2017-02-06 00:00:00,01:00:00,2017-02-06 00:00:00,19:30:00,"Washington: Skagit County, King County, Kitsap County;",WECC,Severe Weather,Unknown,103000,2017,February,"Loss of electric service to more than 50,000 customers for 1 hour or more",,2017-02-06 01:00:00,2017-02-06 19:30:00,1110.0
2017-02-11 00:00:00,15:46:00,2017-02-11 00:00:00,15:50:00,Utah,WECC,Actual Physical Attack,0,0,2017,February,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,,2017-02-11 15:46:00,2017-02-11 15:50:00,4.0
2017-02-17 00:00:00,13:00:00,2017-02-17 00:00:00,13:15:00,Nevada: Clark County;,WECC,Vandalism ,0,0,2017,February,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,,2017-02-17 13:00:00,2017-02-17 13:15:00,15.0
2017-02-17 00:00:00,15:00:00,2017-02-20 00:00:00,11:00:00,California: Los Angeles County;,WECC,Severe Weather,Unknown,111591,2017,February,"Loss of electric service to more than 50,000 customers for 1 hour or more",,2017-02-17 15:00:00,2017-02-20 11:00:00,4080.0
2017-02-17 00:00:00,08:09:00,2017-02-22 00:00:00,19:30:00,California,WECC,Severe Weather,254,169250,2017,February,"Loss of electric service to more than 50,000 customers for 1 hour or more",,2017-02-17 08:09:00,2017-02-22 19:30:00,7881.0
03/12/2017,09:56:00,03/12/2017,11:20:00,California: Imperial County;,WECC,Vandalism,0,1,2017,March,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,,2017-03-12 09:56:00,2017-03-12 11:20:00,84.0
03/24/2017,06:29:00,03/24/2017,07:13:00,Oregon: Clatsop County;,WECC,Sabotage,0,0,2017,March,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,,2017-03-24 06:29:00,2017-03-24 07:13:00,44.0
03/28/2017,16:07:00,03/28/2017,16:08:00,Oregon: Josephine County;,WECC,Suspicious Activity,0,0,2017,March,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,,2017-03-28 16:07:00,2017-03-28 16:08:00,1.0
04/07/2017,08:15:00,04/08/2017,00:14:00,"Oregon: Multnomah County, Washington County, Marion County, Clackamas County",WECC,Severe Weather,Unknown,153867,2017,April,"Loss of electric service to more than 50,000 customers for 1 hour or more",,2017-04-07 08:15:00,2017-04-08 00:14:00,959.0
04/07/2017,04:33:00,04/07/2017,08:20:00,Oregon,WECC,Severe Weather,100,64852,2017,April,"Loss of electric service to more than 50,000 customers for 1 hour or more",,2017-04-07 04:33:00,2017-04-07 08:20:00,227.0
04/13/2017,07:50:00,04/13/2017,08:07:00,Washington: Pierce County,WECC,Sabotage,53,10000,2017,April,Physical attack that causes major interruptions or impacts to critical infrastructure facilities or to operations,,2017-04-13 07:50:00,2017-04-13 08:07:00,17.0
04/17/2017,09:25:00,04/17/2017,09:26:00,Utah: Emery County,WECC,Sabotage,0,0,2017,April,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,,2017-04-17 09:25:00,2017-04-17 09:26:00,1.0
04/20/2017,16:00:00,04/20/2017,18:00:00,Wyoming: Converse County,WECC, Vandalism,0,0,2017,April,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,,2017-04-20 16:00:00,2017-04-20 18:00:00,120.0
04/21/2017,09:06:00,04/21/2017,17:45:00,"California: San Francisco, City and County of[10]",WECC,System Operations,130,88000,2017,April,"Loss of electric service to more than 50,000 customers for 1 hour or more",,2017-04-21 09:06:00,2017-04-21 17:45:00,519.0
04/23/2017,23:55:00,04/23/2017,23:56:00,Oregon: Multnomah County,WECC,Vandalism,0,0,2017,April,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,,2017-04-23 23:55:00,2017-04-23 23:56:00,1.0
05/03/2017,19:05:00,05/03/2017,21:00:00,California,WECC,Generation Inadequacy,878,Unknown,2017,May,Load shedding of 100 Megawatts or more implemented under emergency operational policy,,2017-05-03 19:05:00,2017-05-03 21:00:00,115.0
05/03/2017,18:58:00,05/03/2017,21:15:00,California,WECC,Generation Inadequacy,572,0,2017,May,Load shedding of 100 Megawatts or more implemented under emergency operational policy,,2017-05-03 18:58:00,2017-05-03 21:15:00,137.0
05/11/2017,11:05:00,05/11/2017,13:05:00,Washington: Yakima County,WECC,Vandalism,0,0,2017,May,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,,2017-05-11 11:05:00,2017-05-11 13:05:00,120.0
05/21/2017,16:44:00,05/21/2017,17:43:00,"Idaho: Lincoln County, Jerome County",WECC,Vandalism,21,9598,2017,May,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,,2017-05-21 16:44:00,2017-05-21 17:43:00,59.0
05/28/2017,16:27:00,05/28/2017,16:28:00,Nevada: Clark County,WECC,Vandalism,0,0,2017,May,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,,2017-05-28 16:27:00,2017-05-28 16:28:00,1.0
06/07/2017,13:12:00,06/07/2017,13:13:00,Washington: Yakima County,WECC,Vandalism ,0,0,2017,June,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,,2017-06-07 13:12:00,2017-06-07 13:13:00,1.0
06/21/2017,00:00:00,06/21/2017,01:00:00,Oregon: Baker County,WECC,Physical Attack,0,0,2017,June,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,,2017-06-21 00:00:00,2017-06-21 01:00:00,60.0
06/30/2017,07:45:00,06/30/2017,07:46:00,Idaho: Ada County,WECC,Vandalism ,0,0,2017,June,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,,2017-06-30 07:45:00,2017-06-30 07:46:00,1.0
07/08/2017,18:52:00,07/09/2017,08:00:00,California: Los Angeles County,WECC,Transmission Interruption,645,176867,2017,July,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,,2017-07-08 18:52:00,2017-07-09 08:00:00,788.0
07/18/2017,16:23:00,07/18/2017,18:39:00,Nevada,WECC,Severe Weather,0,0,2017,July,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,,2017-07-18 16:23:00,2017-07-18 18:39:00,136.0
07/20/2017,01:00:00,07/20/2017,09:46:00,Utah: Beaver County,WECC,Vandalism,0,0,2017,July,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,,2017-07-20 01:00:00,2017-07-20 09:46:00,526.0
07/27/2017,06:00:00,07/27/2017,11:29:00,California: Butte County,WECC,Fuel Supply Deficiency,0,0,2017,July,Fuel supply emergencies that could impact electric power system adequacy or reliability,,2017-07-27 06:00:00,2017-07-27 11:29:00,329.0
08/05/2017,13:20:00,08/05/2017,14:20:00,California: Humboldt County;,WECC,Vandalism,0,0,2017,August,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,,2017-08-05 13:20:00,2017-08-05 14:20:00,60.0
08/21/2017,23:41:00,08/22/2017,00:21:00,California: Plumas County;,WECC,System Operations,1,2,2017,August,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,,2017-08-21 23:41:00,2017-08-22 00:21:00,40.0
08/31/2017,14:49:00,08/31/2017,17:14:00,California: Los Angeles County;,WECC,Severe Weather,100,0,2017,August,Load shedding of 100 Megawatts or more implemented under emergency operational policy,,2017-08-31 14:49:00,2017-08-31 17:14:00,145.0
09/01/2017,15:41:00,09/01/2017,20:30:00,California:,WECC,Severe Weather,337,0,2017,September,Load shedding of 100 Megawatts or more implemented under emergency operational policy,,2017-09-01 15:41:00,2017-09-01 20:30:00,289.0
10/09/2017,02:03:00,10/17/2017,13:30:00,California:,WECC,Severe Weather/Transmission Interruption,177,117900,2017,October,"Loss of electric service to more than 50,000 customers for 1 hour or more",,2017-10-09 02:03:00,2017-10-17 13:30:00,12207.0
10/16/2017,15:55:00,2017-10-16 00:00:00,16:10:00,Washington:,WECC,Transmission Interruption,0,0,2017,October,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,,2017-10-16 15:55:00,2017-10-16 16:10:00,15.0
10/16/2017,15:45:00,10/16/2017,16:09:00,Washington: Montana:,WECC,Transmission Interruption,0,0,2017,October,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,,2017-10-16 15:45:00,2017-10-16 16:09:00,24.0
10/19/2017,16:01:00,10/19/2017,16:02:00,Utah: Salt Lake County;,WECC,Suspected Physical Attack,0,0,2017,October,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,,2017-10-19 16:01:00,2017-10-19 16:02:00,1.0
10/20/2017,03:44:00,10/20/2017,03:45:00,Washington:,WECC,Severe Weather,900,Unknown,2017,October,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,,2017-10-20 03:44:00,2017-10-20 03:45:00,1.0
10/25/2017,12:00:00,10/25/2017,16:00:00,California:,WECC,Suspicious Activity,Unknown,Unknown,2017,October,Cyber event that could potentially impact electric power system adequacy or reliability,,2017-10-25 12:00:00,2017-10-25 16:00:00,240.0
10/26/2017,08:17:00,10/26/2017,08:41:00,Washington: Whatcom County; Montana:,WECC,Transmission Interruption,0,0,2017,October,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,,2017-10-26 08:17:00,2017-10-26 08:41:00,24.0
10/26/2017,08:17:00,10/26/2017,08:41:00,Washington: Clark County;,WECC,Transmission Interruption,0,0,2017,October,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,,2017-10-26 08:17:00,2017-10-26 08:41:00,24.0
11/09/2017,08:45:00,11/09/2017,14:00:00,Colorado: Weld County;,WECC,System Operations,0,0,2017,November,Cyber event that could potentially impact electric power system adequacy or reliability,,2017-11-09 08:45:00,2017-11-09 14:00:00,315.0
11/13/2017,16:33:00,11/16/2017,06:00:00,Washington: King County;,WECC,Severe Weather,85,68430,2017,November,"Loss of electric service to more than 50,000 customers for 1 hour or more",,2017-11-13 16:33:00,2017-11-16 06:00:00,3687.0
11/13/2017,02:00:00,11/15/2017,08:17:00,"Washington: Island County, King County, Kitsap County, Thurston County, Skagit County, Whatcom County;",WECC,Severe Weather,Unknown,236100,2017,November,"Loss of electric service to more than 50,000 customers for 1 hour or more",,2017-11-13 02:00:00,2017-11-15 08:17:00,3257.0
11/16/2017,15:05:00,11/16/2017,15:06:00,Oregon: Tillamook County;,WECC,Vandalism,0,0,2017,November,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,,2017-11-16 15:05:00,2017-11-16 15:06:00,1.0
11/24/2017,17:06:00,11/26/2017,17:22:00,Nevada: Clark County;,WECC,Vandalism,0,0,2017,November,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,,2017-11-24 17:06:00,2017-11-26 17:22:00,2896.0
12/10/2017,01:25:00,12/10/2017,02:30:00,"California: Ventura County, Santa Barbara County;",WECC,Severe Weather/Transmission Interruption,110,51323,2017,December,"Loss of electric service to more than 50,000 customers for 1 hour or more",,2017-12-10 01:25:00,2017-12-10 02:30:00,65.0
12/31/2017,23:54:00,01/01/2018,14:14:00,Colorado:,WECC,Vandalism,0,0,2017,December,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,,2017-12-31 23:54:00,2018-01-01 14:14:00,860.0
02/04/2018,13:42:00,02/04/2018,15:25:00,California:,WECC,Vandalism,9760,0,2018,February,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,,2018-02-04 13:42:00,2018-02-04 15:25:00,103.0
02/08/2018,13:25:00,02/08/2018,13:31:00,California:,WECC,System Operations,30,10900,2018,February,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,,2018-02-08 13:25:00,2018-02-08 13:31:00,6.0
02/17/2018,16:33:00,02/18/2018,00:00:00,Oregon: Washington: California:,WECC,Vandalism,2330,0,2018,February,Physical attack that causes major interruptions or impacts to critical infrastructure facilities or to operations,,2018-02-17 16:33:00,2018-02-18 00:00:00,447.0
02/17/2018,17:56:00,02/18/2018,04:11:00,Oregon: Washington: California:,WECC,Vandalism,2327,0,2018,February,Physical attack that causes major interruptions or impacts to critical infrastructure facilities or to operations,,2018-02-17 17:56:00,2018-02-18 04:11:00,615.0
03/01/2018,11:43:00,03/01/2018,11:56:00,California:,WECC,Severe Weather,38,10898,2018,March,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,,2018-03-01 11:43:00,2018-03-01 11:56:00,13.0
03/02/2018,23:17:00,03/03/2018,00:51:00,Washington: Clark County;,WECC,Vandalism,0,0,2018,March,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,,2018-03-02 23:17:00,2018-03-03 00:51:00,94.0
03/13/2018,00:10:00,03/13/2018,00:34:00,Colorado:,WECC,Suspicious Activity,0,0,2018,March,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,,2018-03-13 00:10:00,2018-03-13 00:34:00,24.0
03/26/2018,03:05:00,03/26/2018,03:35:00,California:,WECC,Vandalism,0,0,2018,March,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,,2018-03-26 03:05:00,2018-03-26 03:35:00,30.0
03/28/2018,15:00:00,03/28/2018,16:00:00,Washington: Walla Walla County;,WECC,Vandalism,12,1185,2018,March,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,,2018-03-28 15:00:00,2018-03-28 16:00:00,60.0
04/03/2018,11:15:00,04/03/2018,11:30:00,California:,WECC,Vandalism,0,0,2018,April,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,,2018-04-03 11:15:00,2018-04-03 11:30:00,15.0
04/09/2018,10:07:00,04/09/2018,16:00:00,Washington: Walla Walla County;,WECC,Vandalism,0,0,2018,April,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,,2018-04-09 10:07:00,2018-04-09 16:00:00,353.0
04/09/2018,12:16:00,04/09/2018,13:52:00,Utah: Salt Lake County;,WECC,Transmission Interruption,806,57000,2018,April,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,,2018-04-09 12:16:00,2018-04-09 13:52:00,96.0
05/08/2018,16:00:00,05/08/2018,16:01:00,Utah: Washington County;,WECC,Actual Physical Attack,0,0,2018,May,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,,2018-05-08 16:00:00,2018-05-08 16:01:00,1.0
05/17/2018,01:11:00,05/18/2018,00:38:00,California:,WECC,Transmission Disruption,124,70000,2018,May,"Loss of electric service to more than 50,000 customers for 1 hour or more",,2018-05-17 01:11:00,2018-05-18 00:38:00,1407.0
06/12/2018,15:00:00,06/12/2018,15:15:00,California: Kern County;,WECC,Vandalism,0,0,2018,June,Damage or destruction of its Facility that results from actual or suspected intentional human action.,,2018-06-12 15:00:00,2018-06-12 15:15:00,15.0
06/30/2018,12:30:00,06/30/2018,12:31:00,California: Los Angeles County;,WECC,Vandalism,0,0,2018,June,Damage or destruction of its Facility that results from actual or suspected intentional human action.,,2018-06-30 12:30:00,2018-06-30 12:31:00,1.0
07/04/2018,22:00:00,07/04/2018,22:30:00,Colorado: Pueblo County;,WECC,Vandalism,Unknown,5058,2018,July,Damage or destruction of its Facility that results from actual or suspected intentional human action.,,2018-07-04 22:00:00,2018-07-04 22:30:00,30.0
07/09/2018,13:10:00,07/09/2018,14:45:00,"California: Merced County, Kern County; Nevada: Clark County;",WECC,System Operations,0,0,2018,July,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,,2018-07-09 13:10:00,2018-07-09 14:45:00,95.0
07/18/2018,17:28:00,07/18/2018,17:31:00,Oregon:,WECC,Severe Weather/Transmission Interruption,Unknown,Unknown,2018,July,"Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection.",,2018-07-18 17:28:00,2018-07-18 17:31:00,3.0
07/27/2018,09:34:00,07/27/2018,09:51:00,Washington: Clark County;,WECC,System Operations,Unknown,Unknown,2018,July,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system,,2018-07-27 09:34:00,2018-07-27 09:51:00,17.0
07/28/2018,23:11:00,07/29/2018,01:51:00,Nevada: Nye County;,WECC,System Operations,0,0,2018,July,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,,2018-07-28 23:11:00,2018-07-29 01:51:00,160.0
07/29/2018,14:33:00,07/29/2018,18:23:00,California:,WECC,Natural Disaster,83,57670,2018,July,"Loss of electric service to more than 50,000 customers for 1 hour or more",,2018-07-29 14:33:00,2018-07-29 18:23:00,230.0
07/30/2018,06:30:00,07/30/2018,23:00:00,Arizona: Maricopa County;,WECC,Severe Weather,Unknown,82000,2018,July,"Loss of electric service to more than 50,000 customers for 1 hour or more",,2018-07-30 06:30:00,2018-07-30 23:00:00,990.0
07/31/2018,11:44:00,07/31/2018,14:17:00,California: Kern County;,WECC,Suspicious Activity,Unknown,Unknown,2018,July,Damage or destruction of its Facility that results from actual or suspected intentional human action.,,2018-07-31 11:44:00,2018-07-31 14:17:00,153.0
08/01/2018,09:11:00,08/01/2018,10:56:00,Montana:,WECC,Vandalism,0,0,2018,August,Physical attack that causes major interruptions or impacts to critical infrastructure or to operations.,,2018-08-01 09:11:00,2018-08-01 10:56:00,105.0
08/04/2018,08:20:00,08/04/2018,08:21:00,California: Kern County;,WECC,Vandalism,Unknown,Unknown,2018,August,Damage or destruction of its Facility that results from actual or suspected intentional human action.,,2018-08-04 08:20:00,2018-08-04 08:21:00,1.0
08/07/2018,01:22:00,08/07/2018,01:59:00,California: Butte County;,WECC,Natural Disaster,5,485,2018,August,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system.,,2018-08-07 01:22:00,2018-08-07 01:59:00,37.0
08/07/2018,01:22:00,08/07/2018,19:04:00,California: Butte County;,WECC,Natural Disaster,27,11383,2018,August,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system.,,2018-08-07 01:22:00,2018-08-07 19:04:00,1062.0
08/17/2018,13:07:00,08/17/2018,13:40:00,California:,WECC,System Operations,0,0,2018,August,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,,2018-08-17 13:07:00,2018-08-17 13:40:00,33.0
08/19/2018,15:20:00,08/19/2018,15:21:00,Utah: Box Elder County;,WECC,Vandalism,0,0,2018,August,Damage or destruction of its Facility that results from actual or suspected intentional human action.,,2018-08-19 15:20:00,2018-08-19 15:21:00,1.0
08/30/2018,12:00:00,08/30/2018,12:20:00,California:,WECC,Vandalism,0,0,2018,August,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,,2018-08-30 12:00:00,2018-08-30 12:20:00,20.0
08/31/2018,15:07:00,08/31/2018,15:31:00,Oregon:,WECC,Natural Disaster/Transmission Interruption,96,50000,2018,August,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",,2018-08-31 15:07:00,2018-08-31 15:31:00,24.0
09/05/2018,13:00:00,09/05/2018,13:01:00,California: Kern County;,WECC,Vandalism,Unknown,Unknown,2018,September,Damage or destruction of its Facility that results from actual or suspected intentional human action.,,2018-09-05 13:00:00,2018-09-05 13:01:00,1.0
09/22/2018,15:23:00,09/22/2018,23:00:00,California: Los Angeles County;,WECC,Natural Disaster,3507,2500,2018,September,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",,2018-09-22 15:23:00,2018-09-22 23:00:00,457.0
10/04/2018,16:01:00,10/04/2018,18:25:00,California:,WECC,Suspicious Activity,0,0,2018,October,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,,2018-10-04 16:01:00,2018-10-04 18:25:00,144.0
10/09/2018,20:12:00,10/09/2018,21:12:00,Colorado: El Paso County;,WECC,System Operations,0,0,2018,October,"Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more;
Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.",,2018-10-09 20:12:00,2018-10-09 21:12:00,60.0
10/10/2018,17:00:00,10/15/2018,05:00:00,Utah:,WECC,Vandalism,0,0,2018,October,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,,2018-10-10 17:00:00,2018-10-15 05:00:00,6480.0
10/22/2018,10:25:00,10/22/2018,10:31:00,Utah: Salt Lake County;,WECC,Vandalism,0,0,2018,October,Damage or destruction of its Facility that results from actual or suspected intentional human action.,,2018-10-22 10:25:00,2018-10-22 10:31:00,6.0
10/29/2018,05:00:00,11/07/2018,07:00:00,California: Shasta County;,WECC,Vandalism,0,0,2018,October,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,,2018-10-29 05:00:00,2018-11-07 07:00:00,13080.0
11/08/2018,07:16:00,11/28/2018,16:32:00,California: Butte County;,WECC,Natural Disaster/Transmission Interruption,32,11844,2018,November,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system,,2018-11-08 07:16:00,2018-11-28 16:32:00,29356.0
12/05/2018,12:48:00,12/05/2018,12:49:00,California: Los Angeles County;,WECC,Vandalism,0,0,2018,December,Damage or destruction of its Facility that results from actual or suspected intentional human action.,,2018-12-05 12:48:00,2018-12-05 12:49:00,1.0
12/07/2018,03:10:00,12/07/2018,04:35:00,Utah: Weber County;,WECC,Actual Physical Attack,0,0,2018,December,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,,2018-12-07 03:10:00,2018-12-07 04:35:00,85.0
12/11/2018,07:00:00,12/13/2018,14:00:00,Oregon: Josephine County;,WECC,Vandalism,0,0,2018,December,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,,2018-12-11 07:00:00,2018-12-13 14:00:00,3300.0
12/12/2018,10:00:00,12/12/2018,10:31:00,Oregon: Gilliam County;,WECC,Vandalism,0,0,2018,December,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,,2018-12-12 10:00:00,2018-12-12 10:31:00,31.0
12/14/2018,16:00:00,12/17/2018,02:00:00,"Washington: King County, Kitsap County, Island County, Pierce County, Thurston County, Whatcom County, Skagit County, Kittitas County;",WECC,Severe Weather,Unknown,150000,2018,December,"Loss of electric service to more than 50,000 customers for 1 hour or more.",,2018-12-14 16:00:00,2018-12-17 02:00:00,3480.0
12/18/2018,08:47:00,12/18/2018,08:48:00,Utah: Salt Lake County; California: Oregon:,WECC,Vandalism,0,0,2018,December,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,,2018-12-18 08:47:00,2018-12-18 08:48:00,1.0
12/20/2018,09:30:00,12/20/2018,17:00:00,"Washington: Skagit County, Snohomish County, King County, Kitsap County, Island County;",WECC,Severe Weather,Unknown,165000,2018,December,"Loss of electric service to more than 50,000 customers for 1 hour or more.",,2018-12-20 09:30:00,2018-12-20 17:00:00,450.0
12/26/2018,01:00:00,01/03/2019,10:27:00,California: Kern County;,WECC,Vandalism,0,0,2018,December,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,,2018-12-26 01:00:00,2019-01-03 10:27:00,12087.0
12/27/2018,12:50:00,12/27/2018,13:00:00,California: Kern County;,WECC,Vandalism,0,0,2018,December,Damage or destruction of its Facility that results from actual or suspected intentional human action.,,2018-12-27 12:50:00,2018-12-27 13:00:00,10.0
12/30/2018,11:41:00,12/30/2018,13:20:00,Washington: King County;,WECC,System Operations,0,0,2018,December,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,,2018-12-30 11:41:00,2018-12-30 13:20:00,99.0
01/05/2019,13:19:00,01/05/2019,15:07:00,Washington:,WECC,System Operations,0,Unknown,2019,January ,Complete loss of Interpersonal Communication and Alternative Interpersonal Communication capability affecting its staffed Bulk Electric System control center for 30 continuous minutes or more.,,2019-01-05 13:19:00,2019-01-05 15:07:00,108.0
01/06/2019,03:00:00,01/09/2019,07:00:00,Washington:,WECC,Severe Weather,230,230000,2019,January,"Loss of electric service to more than 50,000 customers for 1 hour or more.",,2019-01-06 03:00:00,2019-01-09 07:00:00,4560.0
01/06/2019,17:56:00,01/06/2019,21:52:00,California: Sacramento County;,WECC,Severe Weather,300,90382,2019,January,"Loss of electric service to more than 50,000 customers for 1 hour or more.",,2019-01-06 17:56:00,2019-01-06 21:52:00,236.0
01/06/2019,01:00:00,01/06/2019,12:00:00,"Washington: King County, Thurston County, Pierce County;",WECC,Severe Weather,Unknown,230000,2019,January,"Loss of electric service to more than 50,000 customers for 1 hour or more.",,2019-01-06 01:00:00,2019-01-06 12:00:00,660.0
01/09/2019,11:55:00,01/09/2019,11:56:00,New Mexico: San Juan County;,WECC,Suspicious Activity,0,0,2019,January,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",,2019-01-09 11:55:00,2019-01-09 11:56:00,1.0
01/10/2019,12:19:00,01/10/2019,12:48:00,Montana: Valley County;,WECC,System Operations,11,2,2019,January,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",,2019-01-10 12:19:00,2019-01-10 12:48:00,29.0
01/16/2019,17:26:00,01/17/2019,12:19:00,California:,WECC,Severe Weather,190,126700,2019,January,"Loss of electric service to more than 50,000 customers for 1 hour or more.",,2019-01-16 17:26:00,2019-01-17 12:19:00,1133.0
