Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Event Type,Demand Loss (MW),Number of Customers Affected,year,Month,Alert Criteria,Event Month,dt_begin,dt_restore,duration_minutes
2012-01-11 00:00:00,07:19:00,2012-01-11 00:00:00,09:07:00,Nevada,WECC,Suspected Physical Attack,0,0,2012,,,,2012-01-11 07:19:00,2012-01-11 09:07:00,108.0
2012-01-19 00:00:00,07:00:00,2012-01-20 00:00:00,15:00:00,"King, Pierce and Thurston Counties, Washington",WECC,Severe Weather - Winter Storm,1600,426000,2012,,,,2012-01-19 07:00:00,2012-01-20 15:00:00,1920.0
2012-02-11 00:00:00,08:47:00,2012-02-11 00:00:00,10:30:00,"Lamar, Colorado",WECC,Suspected Physical Attack,0,0,2012,,,,2012-02-11 08:47:00,2012-02-11 10:30:00,103.0
2012-02-14 00:00:00,19:20:00,2012-02-15 00:00:00,16:00:00,"Tacoma, Washington",WECC,Suspected Physical Attack,,,2012,,,,2012-02-14 19:20:00,2012-02-15 16:00:00,1240.0
2012-02-15 00:00:00,05:33:00,2012-02-15 00:00:00,17:30:00,"Port Orchard, Washington",WECC,Suspected Physical Attack,0,0,2012,,,,2012-02-15 05:33:00,2012-02-15 17:30:00,717.0
2012-02-24 00:00:00,11:24:00,2012-02-24 00:00:00,11:49:00,"Spanaway, Washington",WECC,Suspected Physical Attack,,,2012,,,,2012-02-24 11:24:00,2012-02-24 11:49:00,25.0
2012-02-28 00:00:00,02:59:00,2012-02-28 00:00:00,06:12:00,"Sacramento, California",WECC,Electrical System Separation (Islanding),1,1,2012,,,,2012-02-28 02:59:00,2012-02-28 06:12:00,193.0
2012-04-03 00:00:00,15:33:00,2012-04-03 00:00:00,20:25:00,"Seattle, Washington",WECC,Physical Attack,0,0,2012,,,,2012-04-03 15:33:00,2012-04-03 20:25:00,292.0
2012-04-04 00:00:00,15:32:00,2012-04-06 00:00:00,15:30:00,"WAPA-SNR Regional Office, California",WECC,Suspected Physical Attack,,,2012,,,,2012-04-04 15:32:00,2012-04-06 15:30:00,2878.0
2012-04-12 00:00:00,08:08:00,2012-04-12 00:00:00,16:30:00,"Tacoma, Washington",WECC,Suspected Physical Attack,,,2012,,,,2012-04-12 08:08:00,2012-04-12 16:30:00,502.0
2012-04-17 00:00:00,06:11:00,2012-04-17 00:00:00,17:48:00,"San Diego County, California",WECC,Suspected Physical Attack,0,0,2012,,,,2012-04-17 06:11:00,2012-04-17 17:48:00,697.0
2012-04-19 00:00:00,07:53:00,2012-04-19 00:00:00,16:00:00,"Tacoma, Washington",WECC,Suspected Physical Attack,,,2012,,,,2012-04-19 07:53:00,2012-04-19 16:00:00,487.0
2012-04-21 00:00:00,20:55:00,2012-04-23 00:00:00,16:30:00,"Tacoma, Washington",WECC,Suspected Physical Attack,,,2012,,,,2012-04-21 20:55:00,2012-04-23 16:30:00,2615.0
2012-04-23 00:00:00,11:56:00,2012-04-23 00:00:00,15:35:00,"Snohomish County, Washington",WECC,Suspected Physical Attack,,,2012,,,,2012-04-23 11:56:00,2012-04-23 15:35:00,219.0
2012-05-11 00:00:00,11:05:00,2012-05-11 00:00:00,11:20:00,"Lakewood, Washington",WECC,Vandalism,,,2012,,,,2012-05-11 11:05:00,2012-05-11 11:20:00,15.0
2012-05-29 00:00:00,18:30:00,2012-05-29 00:00:00,19:40:00,"Alder Dam, Pierce County, Washington",WECC,Physical Attack,,,2012,,,,2012-05-29 18:30:00,2012-05-29 19:40:00,70.0
2012-06-02 00:00:00,07:30:00,2012-06-02 00:00:00,11:35:00,"San Francisco, California",WECC,Vandalism,,,2012,,,,2012-06-02 07:30:00,2012-06-02 11:35:00,245.0
2012-06-08 00:00:00,17:20:00,2012-06-08 00:00:00,17:25:00,"Denver Metro Area, Colorado",WECC,Load Shed,120,30379,2012,,,,2012-06-08 17:20:00,2012-06-08 17:25:00,5.0
2012-06-13 00:00:00,16:55:00,2012-06-13 00:00:00,22:09:00,"San Juan County, New Mexico",WECC,Vandalism,0,0,2012,,,,2012-06-13 16:55:00,2012-06-13 22:09:00,314.0
2012-06-19 00:00:00,05:30:00,2012-06-21 00:00:00,05:30:00,CAISO Territory California,WECC,Fuel Supply Deficiency (Water),UNK,UNK,2012,,,,2012-06-19 05:30:00,2012-06-21 05:30:00,2880.0
2012-12-02 00:00:00,05:20:00,2012-12-04 00:00:00,09:00:00,Northern California,WECC,Severe Weather - Winter Storm,250,125000,2012,,,,2012-12-02 05:20:00,2012-12-04 09:00:00,3100.0
2012-12-03 00:00:00,12:02:00,2012-12-03 00:00:00,12:30:00,"Tacoma, Washington",WECC,Suspected Physical Attack,0,0,2012,,,,2012-12-03 12:02:00,2012-12-03 12:30:00,28.0
2012-12-06 00:00:00,21:18:00,2012-12-06 00:00:00,21:31:00,"Greater San Jose, California",WECC,Load Shed,390,Unknown,2012,,,,2012-12-06 21:18:00,2012-12-06 21:31:00,13.0
2012-12-17 00:00:00,06:55:00,2012-12-17 00:00:00,07:00:00,"Tacoma, Washington",WECC,Suspected Physical Attack,0,0,2012,,,,2012-12-17 06:55:00,2012-12-17 07:00:00,5.0
2013-01-16 00:00:00,16:45:00,2013-01-16 00:00:00,19:26:00,"San Juan County, New Mexico",WECC,Suspected Physical Attack,0,0,2013,,,,2013-01-16 16:45:00,2013-01-16 19:26:00,161.0
2013-01-28 00:00:00,16:46:00,2013-01-28 00:00:00,18:00:00,"Tacoma Narrows Crossing, Washington",WECC,Physical Attack,Unknown,Unknown,2013,,,,2013-01-28 16:46:00,2013-01-28 18:00:00,74.0
2013-02-02 00:00:00,21:15:00,2013-02-02 00:00:00,22:15:00,"El Paso, New Mexico",WECC,Vandalism,,,2013,,,,2013-02-02 21:15:00,2013-02-02 22:15:00,60.0
2013-02-09 00:00:00,08:30:00,2013-02-09 00:00:00,15:00:00,"El Paso, New Mexico",WECC,Vandalism; Equipment Fault,Unknown,Unknown,2013,,,,2013-02-09 08:30:00,2013-02-09 15:00:00,390.0
2013-02-19 00:00:00,16:01:00,2013-02-20 00:00:00,12:55:00,"Stockton, California",WECC,Electrical System Separation (Islanding),13850,6810,2013,,,,2013-02-19 16:01:00,2013-02-20 12:55:00,1254.0
2013-02-21 00:00:00,11:00:00,2013-02-21 00:00:00,11:30:00,"Las Cruces, New Mexico",WECC,Vandalism,Unknown,Unknown,2013,,,,2013-02-21 11:00:00,2013-02-21 11:30:00,30.0
2013-03-03 00:00:00,06:39:00,2013-03-03 00:00:00,10:29:00,"Merced County, California",WECC,Transmission System Interruption,300,58850,2013,,,,2013-03-03 06:39:00,2013-03-03 10:29:00,230.0
2013-04-03 00:00:00,11:05:00,2013-04-03 00:00:00,14:00:00,"Colorado Springs, Colorado",WECC,Sabotage; Vandalism,0,0,2013,,,,2013-04-03 11:05:00,2013-04-03 14:00:00,175.0
2013-04-16 00:00:00,01:47:00,2013-04-18 00:00:00,15:25:00,California,WECC,"Loss of Part of a High Voltage Substation, Physical Attack",,0,2013,,,,2013-04-16 01:47:00,2013-04-18 15:25:00,3698.0
2013-04-23 00:00:00,00:49:00,2013-04-23 00:00:00,04:04:00,"South of Humboldt, California",WECC,Electrical System Separation (Islanding),80,1,2013,,,,2013-04-23 00:49:00,2013-04-23 04:04:00,195.0
2013-04-25 00:00:00,16:00:00,2013-04-26 00:00:00,10:55:00,"Sunol, California",WECC,Vandalism,0,0,2013,,,,2013-04-25 16:00:00,2013-04-26 10:55:00,1135.0
2013-05-01 00:00:00,09:22:00,2013-05-01 00:00:00,09:24:00,Northeast Colorado ,WECC,Electrical System Separation (Islanding),123,35230,2013,,,,2013-05-01 09:22:00,2013-05-01 09:24:00,2.0
2013-05-02 00:00:00,06:52:00,2013-05-02 00:00:00,10:07:00,Unknown,WECC,Electrical System Separation (Islanding),Unknown,Unknown,2013,,,,2013-05-02 06:52:00,2013-05-02 10:07:00,195.0
2013-05-09 00:00:00,13:21:00,2013-05-09 00:00:00,16:21:00,"Alberta, Canada; Washington State",WECC,Electrical System Separation (Islanding),Unknown,Unknown,2013,,,,2013-05-09 13:21:00,2013-05-09 16:21:00,180.0
2013-05-14 00:00:00,00:01:00,2013-05-14 00:00:00,13:59:00,"Portland, Oregon",WECC,Vandalism/Theft,,,2013,,,,2013-05-14 00:01:00,2013-05-14 13:59:00,838.0
2013-06-03 00:00:00,12:50:00,2013-06-03 00:00:00,13:36:00,"Alberta, Canada",WECC,Electrical System Separation (Islanding),Unknown,Unknown,2013,,,,2013-06-03 12:50:00,2013-06-03 13:36:00,46.0
2013-06-18 00:00:00,15:51:00,2013-06-18 00:00:00,16:23:00,Wyoming,WECC,Electrical System Separation (Islanding),6,Unknown,2013,,,,2013-06-18 15:51:00,2013-06-18 16:23:00,32.0
2013-06-19 00:00:00,19:57:00,2013-06-19 00:00:00,20:09:00,"Alberta, Canada",WECC,Electrical System Separation (Islanding),Unknown,Unknown,2013,,,,2013-06-19 19:57:00,2013-06-19 20:09:00,12.0
2013-06-21 00:00:00,07:40:00,2013-06-21 00:00:00,12:14:00,Pahrump Nevada,WECC,Physical Attack; Vandalism & Sabotage,Unknown,1100,2013,,,,2013-06-21 07:40:00,2013-06-21 12:14:00,274.0
2013-06-22 00:00:00,16:12:00,2013-06-22 00:00:00,17:45:00,Eastern Montana,WECC,Suspected Physical Attack,Unknown,Unknown,2013,,,,2013-06-22 16:12:00,2013-06-22 17:45:00,93.0
2013-06-22 00:00:00,04:59:00,2013-06-22 00:00:00,21:28:00,Medford Oregon,WECC,Physical Attack; Vandalism  ,,,2013,,,,2013-06-22 04:59:00,2013-06-22 21:28:00,989.0
2013-06-23 00:00:00,21:20:00,2013-06-24 00:00:00,01:35:00,Central Coast California,WECC,Severe Weather - Fog,Unknown,148000,2013,,,,2013-06-23 21:20:00,2013-06-24 01:35:00,255.0
2013-06-28 00:00:00,18:02:00,2013-06-28 00:00:00,20:46:00,"Los Angeles and Orange Counties, California",WECC,Equipment Failure,240,65255,2013,,,,2013-06-28 18:02:00,2013-06-28 20:46:00,164.0
2013-07-02 00:00:00,14:20:00,2013-07-05 00:00:00,15:30:00,"Alberta, Canada",WECC,Load Shed 100+MW,200,Unknown,2013,,,,2013-07-02 14:20:00,2013-07-05 15:30:00,4390.0
2013-07-03 00:00:00,09:34:00,2013-07-03 00:00:00,10:52:00,Sacramento California,WECC,Suspected Physical Attack,0,0,2013,,,,2013-07-03 09:34:00,2013-07-03 10:52:00,78.0
2013-07-05 00:00:00,00:05:00,2013-07-05 00:00:00,01:51:00,California,WECC,Physical Attack; Vandalism,Unknown,2500,2013,,,,2013-07-05 00:05:00,2013-07-05 01:51:00,106.0
2013-07-11 00:00:00,23:20:00,2013-07-14 00:00:00,15:22:00,Arizona,WECC,Physical Attack; Vandalism,455,Unknown,2013,,,,2013-07-11 23:20:00,2013-07-14 15:22:00,3842.0
2013-07-12 00:00:00,10:00:00,2013-07-12 00:00:00,10:01:00,Washington,WECC,Physical Attack; Vandalism,Unknown,Unknown,2013,,,,2013-07-12 10:00:00,2013-07-12 10:01:00,1.0
2013-07-18 00:00:00,03:15:00,2013-07-18 00:00:00,03:59:00,Utah,WECC,Physical Attack; Vandalism   ,,,2013,,,,2013-07-18 03:15:00,2013-07-18 03:59:00,44.0
2013-07-18 00:00:00,23:45:00,2013-07-19 00:00:00,10:05:00,Southern Orange County California,WECC,Equipment Failure,200,123000,2013,,,,2013-07-18 23:45:00,2013-07-19 10:05:00,620.0
2013-07-22 00:00:00,07:00:00,2013-07-22 00:00:00,15:00:00,California,WECC,Physical Attack; Vandalism,Unknown,Unknown,2013,,,,2013-07-22 07:00:00,2013-07-22 15:00:00,480.0
2013-07-25 00:00:00,13:10:00,2013-07-25 00:00:00,13:15:00,"Polk Substation, Tacoma Washington",WECC,Physical Attack; Vandalism,,,2013,,,,2013-07-25 13:10:00,2013-07-25 13:15:00,5.0
2013-08-01 00:00:00,18:54:00,2013-08-01 00:00:00,19:37:00,Western British Columbia,WECC,Electrical System Separation (Islanding,420,Unknown,2013,,,,2013-08-01 18:54:00,2013-08-01 19:37:00,43.0
2013-08-04 00:00:00,03:00:00,2013-08-04 00:00:00,04:00:00,Utah,WECC,Physical Attack; Vandalism,,,2013,,,,2013-08-04 03:00:00,2013-08-04 04:00:00,60.0
2013-08-05 00:00:00,18:35:00,2013-08-05 00:00:00,18:45:00,"Vancouver, British Columbia",WECC,Electrical System Separation (Islanding); Severe Weather,Unknown,Unknown,2013,,,,2013-08-05 18:35:00,2013-08-05 18:45:00,10.0
2013-08-06 00:00:00,16:00:00,2013-08-06 00:00:00,17:32:00,"Holloman Air Force Base, New Mexico",WECC,Physcial Attack; Vandalism,Unknown,Unknown,2013,,,,2013-08-06 16:00:00,2013-08-06 17:32:00,92.0
2013-08-07 00:00:00,14:30:00,2013-08-08 00:00:00,13:00:00,"Arlington, Oregon",WECC,Physcial Attack; Vandalism,Unknown,Unknown,2013,,,,2013-08-07 14:30:00,2013-08-08 13:00:00,1350.0
2013-08-12 00:00:00,11:55:00,2013-08-12 00:00:00,11:59:00,"Portland, Oregon",WECC,Suspicious Activity,Unknown,Unknown,2013,,,,2013-08-12 11:55:00,2013-08-12 11:59:00,4.0
2013-08-19 00:00:00,19:06:00,2013-08-20 00:00:00,06:02:00,Central California,WECC,Severe Weather - Lightning Strike,685,124000,2013,,,,2013-08-19 19:06:00,2013-08-20 06:02:00,656.0
2013-08-22 00:00:00,08:40:00,2013-08-22 00:00:00,11:49:00,"Gila River, Arizona",WECC,Physcial Attack; Sabotage,,,2013,,,,2013-08-22 08:40:00,2013-08-22 11:49:00,189.0
2013-08-26 00:00:00,20:15:00,2013-08-26 00:00:00,20:16:00,Tacoma Washington,WECC,Physcial Attack; Vandalism,Unknown,Unknown,2013,,,,2013-08-26 20:15:00,2013-08-26 20:16:00,1.0
2013-08-28 00:00:00,09:30:00,2013-08-28 00:00:00,09:31:00,Sweetwater County Wyoming,WECC,Physcial Attack; Vandalism,,,2013,,,,2013-08-28 09:30:00,2013-08-28 09:31:00,1.0
2013-10-19 00:00:00,14:32:00,2013-10-19 00:00:00,22:00:00,California,WECC,Physical Attack,Unknown,Unknown,2013,,,,2013-10-19 14:32:00,2013-10-19 22:00:00,448.0
2013-10-21 00:00:00,05:18:00,2013-10-21 00:00:00,05:33:00,Location Unknown,WECC,Electrical System Separation (Islanding),115,433,2013,,,,2013-10-21 05:18:00,2013-10-21 05:33:00,15.0
2013-10-26 00:00:00,07:13:00,2013-10-26 00:00:00,07:14:00,Arizona,WECC,Suspected Physical Attack,Unknown,Unknown,2013,,,,2013-10-26 07:13:00,2013-10-26 07:14:00,1.0
2013-11-02 00:00:00,08:25:00,2013-11-02 00:00:00,08:26:00,"Salt Lake City, Utah",WECC,Physical Attack - Vandalism,,,2013,,,,2013-11-02 08:25:00,2013-11-02 08:26:00,1.0
2013-11-02 00:00:00,00:00:00,2013-11-04 00:00:00,06:00:00,"King, Whatcom, and Skagit, Washington",WECC,Severe Weather - Heavy Winds,Unknown,105000,2013,,,,2013-11-02 00:00:00,2013-11-04 06:00:00,3240.0
2013-11-12 00:00:00,14:04:00,2013-11-12 00:00:00,14:05:00,"Valle, California",WECC,Electrical System Separation (Islanding),55,48400,2013,,,,2013-11-12 14:04:00,2013-11-12 14:05:00,1.0
2013-11-16 00:00:00,15:15:00,2013-11-16 00:00:00,15:16:00,"Salt Lake County, Utah",WECC,Physical Attack - Vandalism,,,2013,,,,2013-11-16 15:15:00,2013-11-16 15:16:00,1.0
2013-11-20 00:00:00,03:08:00,2013-11-20 00:00:00,03:09:00,Salt Lake County Utah,WECC,Physical Attack - Vandalism,Unknown,Unknown,2013,,,,2013-11-20 03:08:00,2013-11-20 03:09:00,1.0
2013-11-21 00:00:00,19:45:00,2013-11-22 00:00:00,03:20:00,Northern California,WECC,Severe Weather - Wind Storm,150,89500,2013,,,,2013-11-21 19:45:00,2013-11-22 03:20:00,455.0
2013-11-24 00:00:00,07:38:00,2013-11-24 00:00:00,07:39:00,Salt Lake County Utah,WECC,Physical Attack - Vandalism,,,2013,,,,2013-11-24 07:38:00,2013-11-24 07:39:00,1.0
2013-12-04 00:00:00,05:00:00,2013-12-04 00:00:00,16:17:00,"Idaho Falls Area Idaho, Utah-Idaho Border Utah",WECC,Load Shed 100+ MW,150,Unknown,2013,,,,2013-12-04 05:00:00,2013-12-04 16:17:00,677.0
2013-12-06 00:00:00,08:47:00,2013-12-06 00:00:00,08:49:00,"Saratoga, Utah",WECC,"Physical Attack - Vandalism, Theft",,,2013,,,,2013-12-06 08:47:00,2013-12-06 08:49:00,2.0
2013-12-10 00:00:00,01:01:00,2013-12-11 00:00:00,01:01:00,Arizona,WECC,Suspected Physical Attack,Unknown,Unknown,2013,,,,2013-12-10 01:01:00,2013-12-11 01:01:00,1440.0
2013-12-27 00:00:00,09:43:00,2013-12-27 00:00:00,12:43:00,Gilabend Arizona,WECC,Physical Attack,,,2013,,,,2013-12-27 09:43:00,2013-12-27 12:43:00,180.0
2013-12-30 00:00:00,11:00:00,2013-12-30 00:00:00,11:01:00,Salt Lake County Utah,WECC,Physical Attack,,,2013,,,,2013-12-30 11:00:00,2013-12-30 11:01:00,1.0
2013-12-30 00:00:00,11:00:00,2014-01-01 00:00:00,08:00:00,North of Roosevelt lake Arizona,WECC,Physical Attack,,,2013,,,,2013-12-30 11:00:00,2014-01-01 08:00:00,2700.0
2014-01-13 00:00:00,16:44:00,2014-01-13 00:00:00,16:45:00,Arizona,WECC,Physical Attack - Vandalism,,,2014,,,,2014-01-13 16:44:00,2014-01-13 16:45:00,1.0
2014-01-15 00:00:00,14:32:00,2014-01-15 00:00:00,14:45:00,Utah,WECC,Physical Attack - Vandalism,Unknown,Unknown,2014,,,,2014-01-15 14:32:00,2014-01-15 14:45:00,13.0
2014-01-16 00:00:00,12:30:00,2014-01-16 00:00:00,13:57:00,Arizona,WECC,Physical Attack - Vandalism,,,2014,,,,2014-01-16 12:30:00,2014-01-16 13:57:00,87.0
2014-01-23 00:00:00,21:17:00,2014-01-24 00:00:00,17:00:00,"Wynoochee, Washington",WECC,Physical Attack - Vandalism,Unknown,Unknown,2014,,,,2014-01-23 21:17:00,2014-01-24 17:00:00,1183.0
2014-01-26 00:00:00,21:00:00,2014-01-27 00:00:00,11:00:00,Oregon,WECC,Physical Attack - Vandalism,,,2014,,,,2014-01-26 21:00:00,2014-01-27 11:00:00,840.0
2014-02-06 00:00:00,13:00:00,2014-02-06 00:00:00,22:00:00,California,WECC,Fuel Supply Emergency - Natural Gas,4000,Unknown,2014,,,,2014-02-06 13:00:00,2014-02-06 22:00:00,540.0
2014-02-06 00:00:00,13:05:00,2014-02-06 00:00:00,19:15:00,Northern California,WECC,Fuel Supply Emergency - Natural Gas,160,Unknown,2014,,,,2014-02-06 13:05:00,2014-02-06 19:15:00,370.0
2014-02-06 00:00:00,14:15:00,2014-02-06 00:00:00,19:39:00,California,WECC,Fuel Supply Emergency - Natural Gas,611,Unknown,2014,,,,2014-02-06 14:15:00,2014-02-06 19:39:00,324.0
2014-02-14 00:00:00,13:00:00,2014-02-14 00:00:00,15:00:00,"Portland, Oregon",WECC,Physical Attack - Vandalism,Unknown,Unknown,2014,,,,2014-02-14 13:00:00,2014-02-14 15:00:00,120.0
2014-02-18 00:00:00,18:43:00,2014-02-18 00:00:00,18:44:00,"Bend, Oregon",WECC,Physical Attack - Vandalism,,,2014,,,,2014-02-18 18:43:00,2014-02-18 18:44:00,1.0
2014-03-03 00:00:00,01:48:00,2014-03-03 00:00:00,01:49:00,"Mid-Columbia River Generation, Washington",WECC,Fuel Supply Emergency - Hydro,630,Unknown,2014,,,,2014-03-03 01:48:00,2014-03-03 01:49:00,1.0
2014-03-05 00:00:00,17:06:00,2014-03-05 00:00:00,17:07:00,"Salt Lake City, Utah",WECC,Physical Attack,Unknown,Unknown,2014,,,,2014-03-05 17:06:00,2014-03-05 17:07:00,1.0
2014-03-17 00:00:00,17:25:00,2014-03-18 00:00:00,00:56:00,"Glendale, Arizona",WECC,Physical Attack - Sabatoge,,,2014,,,,2014-03-17 17:25:00,2014-03-18 00:56:00,451.0
2014-03-24 00:00:00,11:07:00,2014-03-24 00:00:00,11:08:00,"Salt Lake City, Utah",WECC,Physical Attack - Vandalism,,,2014,,,,2014-03-24 11:07:00,2014-03-24 11:08:00,1.0
2014-03-26 00:00:00,13:37:00,2014-03-26 00:00:00,14:33:00,Montana,WECC,Electrical System Separation (Islanding),Unknown,Unknown,2014,,,,2014-03-26 13:37:00,2014-03-26 14:33:00,56.0
2014-04-08 00:00:00,13:00:00,2014-04-08 00:00:00,13:01:00,"Davis, California",WECC,Physical Attack - Vandalism,Unknown,Unknown,2014,,,,2014-04-08 13:00:00,2014-04-08 13:01:00,1.0
2014-04-24 00:00:00,15:02:00,2014-04-24 00:00:00,17:13:00,"Alberta, Canada",WECC,Electrical System Separation (Islanding),Unknown,Unknown,2014,,,,2014-04-24 15:02:00,2014-04-24 17:13:00,131.0
2014-04-27 00:00:00,12:07:00,2014-04-27 00:00:00,12:09:00,"Albany, Oregon",WECC,Physical Attack - Vandalism,Unknown,Unknown,2014,,,,2014-04-27 12:07:00,2014-04-27 12:09:00,2.0
2014-05-08 00:00:00,08:39:00,2014-05-08 00:00:00,08:40:00,"Imperial Valley, California",WECC,Physical Attack,Unknown,Unknown,2014,,,,2014-05-08 08:39:00,2014-05-08 08:40:00,1.0
2014-05-12 00:00:00,13:14:00,2014-05-12 00:00:00,13:15:00,"Layton, Utah",WECC,Physical Attack - Vandalism,Unknown,Unknown,2014,,,,2014-05-12 13:14:00,2014-05-12 13:15:00,1.0
2014-05-16 00:00:00,10:43:00,2014-05-16 00:00:00,21:00:00,"San Diego & Orange Counties, California",WECC,Public Appeal to Reduce Electricity Usage - Wild Fires,3900,1400000,2014,,,,2014-05-16 10:43:00,2014-05-16 21:00:00,617.0
2014-05-20 00:00:00,07:01:00,2014-05-20 00:00:00,07:02:00,"Duchesne County, Utah",WECC,Physical Attack - Vandalism,,,2014,,,,2014-05-20 07:01:00,2014-05-20 07:02:00,1.0
2014-05-26 00:00:00,12:31:00,2014-05-26 00:00:00,13:18:00,"British Columbia & Alberta, Canada",WECC,Electrical System Separation (Islanding),Unknown,Unknown,2014,,,,2014-05-26 12:31:00,2014-05-26 13:18:00,47.0
2014-05-27 00:00:00,11:00:00,2014-05-27 00:00:00,16:53:00,"Phoenix, Arizona",WECC,Physical Attack - Vandalism,,,2014,,,,2014-05-27 11:00:00,2014-05-27 16:53:00,353.0
2014-06-03 00:00:00,15:32:00,2014-06-03 00:00:00,15:59:00,"Alberta, Canada",WECC,Electrical System Islanding,338,,2014,,,,2014-06-03 15:32:00,2014-06-03 15:59:00,27.0
2014-06-09 00:00:00,11:07:00,2014-06-09 00:00:00,11:30:00,"Alberta, Canada",WECC,Electrical System Islanding,Unknown,Unknown,2014,,,,2014-06-09 11:07:00,2014-06-09 11:30:00,23.0
2014-06-11 00:00:00,09:30:00,2014-06-11 00:00:00,09:31:00,"Nogales, Arizona",WECC,Suspected Physical Attack,,,2014,,,,2014-06-11 09:30:00,2014-06-11 09:31:00,1.0
2014-06-18 00:00:00,09:52:00,2014-06-18 00:00:00,19:00:00,Washington,WECC,Physical Attack - Vandalism,Unknown,Unknown,2014,,,,2014-06-18 09:52:00,2014-06-18 19:00:00,548.0
2014-07-14 00:00:00,16:00:00,2014-07-14 00:00:00,16:15:00,Washington,WECC,Suspected Physical Attack,Unknown,Unknown,2014,,,,2014-07-14 16:00:00,2014-07-14 16:15:00,15.0
2014-07-24 00:00:00,16:29:00,2014-07-24 00:00:00,23:32:00,California,WECC,Load shedding of 100 Megawatts,126,26856,2014,,,,2014-07-24 16:29:00,2014-07-24 23:32:00,423.0
2014-07-27 00:00:00,23:00:00,2014-07-28 00:00:00,04:00:00,Central California,WECC,Uncontrolled Loss of 300 Megawatts,480,1,2014,,,,2014-07-27 23:00:00,2014-07-28 04:00:00,300.0
2014-08-01 00:00:00,15:03:00,2014-08-01 00:00:00,15:04:00,Utah,WECC,Physical Attack,Unknown,Unknown,2014,,,,2014-08-01 15:03:00,2014-08-01 15:04:00,1.0
2014-08-13 00:00:00,06:08:00,2014-08-13 00:00:00,06:34:00,"Alberta, Canada",WECC,Electrical System Separation (Islanding),370,Unknown,2014,,,,2014-08-13 06:08:00,2014-08-13 06:34:00,26.0
2014-08-20 00:00:00,01:21:00,2014-08-20 00:00:00,01:41:00,"Alberta, Canada",WECC,Electrical System Separation (Islanding),Unknown,Unknown,2014,,,,2014-08-20 01:21:00,2014-08-20 01:41:00,20.0
2014-08-24 00:00:00,03:20:00,2014-08-25 00:00:00,07:05:00,"North of San Francisco, California",WECC,Earthquake,95,70000,2014,,,,2014-08-24 03:20:00,2014-08-25 07:05:00,1665.0
2014-09-09 00:00:00,08:18:00,2014-09-09 00:00:00,23:59:00,"Alberta, Canada",WECC,Electrical System Separation (Islanding),Unknown,Unknown,2014,,,,2014-09-09 08:18:00,2014-09-09 23:59:00,941.0
2014-09-11 00:00:00,04:56:00,2014-09-11 00:00:00,05:37:00,"Alberta, Canada",WECC,Electrical System Separation (Islanding),Unknown,Unknown,2014,,,,2014-09-11 04:56:00,2014-09-11 05:37:00,41.0
2014-09-14 00:00:00,21:50:00,2014-09-17 00:00:00,15:08:00,Oregon,WECC,Electrical System Separation (Islanding),1,123,2014,,,,2014-09-14 21:50:00,2014-09-17 15:08:00,3918.0
2014-09-16 00:00:00,11:56:00,2014-09-16 00:00:00,11:57:00,California,WECC,Physical Attack - Vandalism,Unknown,Unknown,2014,,,,2014-09-16 11:56:00,2014-09-16 11:57:00,1.0
2014-09-19 00:00:00,14:20:00,2014-09-23 00:00:00,13:10:00,"Estacada, Oregon",WECC,Electrical System Separation (Islanding),1,123,2014,,,,2014-09-19 14:20:00,2014-09-23 13:10:00,5690.0
2014-09-24 00:00:00,11:30:00,2014-09-24 00:00:00,15:43:00,Washington,WECC,Physical Attack - Vandalism,Unknown,Unknown,2014,,,,2014-09-24 11:30:00,2014-09-24 15:43:00,253.0
2014-10-02 00:00:00,15:00:00,2014-10-02 00:00:00,15:01:00,"Cave Junction, Oregon",WECC,Suspected Physical Attack - Vandalism,Unknown,Unknown,2014,,,,2014-10-02 15:00:00,2014-10-02 15:01:00,1.0
2014-10-14 00:00:00,07:33:00,2014-10-14 00:00:00,07:34:00,Oregon,WECC,Suspected Physical Attack - Vandalism,Unknown,Unknown,2014,,,,2014-10-14 07:33:00,2014-10-14 07:34:00,1.0
2014-10-15 00:00:00,07:46:00,2014-10-15 00:00:00,07:47:00,Oregon,WECC,Suspected Physical Attack - Vandalism,Unknown,Unknown,2014,,,,2014-10-15 07:46:00,2014-10-15 07:47:00,1.0
2014-10-25 00:00:00,16:00:00,2014-10-25 00:00:00,22:00:00,"Greater Portland and Salem, Oregon",WECC,Severe Weather - Wind,216,78000,2014,,,,2014-10-25 16:00:00,2014-10-25 22:00:00,360.0
2014-11-01 00:00:00,01:00:00,2014-11-01 00:00:00,01:01:00,"Portland, Oregon",WECC,Suspected Physical Attack - Vandalism,Unknown,Unknown,2014,,,,2014-11-01 01:00:00,2014-11-01 01:01:00,1.0
2014-11-11 00:00:00,18:00:00,2014-11-14 00:00:00,15:00:00,Washington,WECC,Severe Weather - Wind,132,68000,2014,,,,2014-11-11 18:00:00,2014-11-14 15:00:00,4140.0
2014-11-14 00:00:00,09:50:00,2014-11-14 00:00:00,13:18:00,"Estacada, Oregon",WECC,Electrical System Islanding,1,123,2014,,,,2014-11-14 09:50:00,2014-11-14 13:18:00,208.0
